team,year,conf_wins,conf_losses,wins,losses,major_wins,major_losses,mid_major_wins,mid_major_losses,o_reb_rate,d_reb_rate,off_rating,def_rating,net_rating,sos_off,sos_def,sos_net,to_rate_off,to_rate_def,steal_rate,opp_steal_rate,pace,ftf,ftf_opp,conference,conf_avg_net,At-Large,DNQ,prob,max_prob,projected_champ,desc,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,pred_seed,rank
Gonzaga,2013,14,0,26,2,7,1,14,1,0.3838268792710706,0.7070610687022901,120.5711263881544,92.27921734531994,28.291909042834476,102.59667487862691,102.9435482819292,0.3468734033023449,0.17821258593336858,0.2162876784769963,0.12268640930724484,0.0967741935483871,65.20689655172414,0.2813664596273292,0.19987389659520807,WCC,5.245490541325825,0.708,0.292,0.64,0.64,1,In,0.536,0.06,0.024,0.036,0.038,0.022,0.044,0.032,0.012,0.012,0.058,0.084,0.018,0.016,0.004,0.004,1,1
Indiana,2013,12,3,23,4,15,3,1,1,0.3944315545243619,0.6920930232558139,121.55309033280508,90.77084425799686,30.782246074808228,99.15440197790484,102.10564359986483,2.9512416219600413,0.19228737453777073,0.21761929732564236,0.11304807184363444,0.09438909281594128,67.00884955752213,0.35732814526588846,0.1894543225015328,Big Ten,9.928741313158707,0.946,0.054,0.62,0.62,1,In,0.34,0.078,0.11,0.134,0.112,0.046,0.016,0.04,0.024,0.024,0.012,0.046,0.01,0.008,0,0,1,2
Kansas,2013,12,3,22,4,16,4,3,0,0.3435114503816794,0.7119856887298748,109.78947368421052,90.24775962045337,19.54171406375717,95.832259247402,102.05843702681628,6.226177779414259,0.1994736842105263,0.1871375856615709,0.1063157894736842,0.09804955192409066,66.66666666666667,0.2872680742162508,0.22713321055862493,Big 12,6.4563374571551915,0.938,0.062,0.41,0.41,1,In,0.234,0.18,0.172,0.08,0.104,0.064,0.022,0.04,0.02,0.028,0.01,0.036,0.004,0,0.006,0,1,3
Louisville,2013,11,4,22,5,13,5,3,0,0.3930348258706467,0.6756487025948104,110.1004759386568,86.06729758149316,24.033178357163635,97.24757422577238,102.54642749349418,5.298853267721767,0.18826017979904813,0.27707676130389064,0.1597038603913273,0.08675078864353312,66.06113537117903,0.2737734706238643,0.22508474576271187,Big East,8.56893979229072,0.892,0.108,0.47,0.47,1,In,0.204,0.044,0.102,0.108,0.2,0.066,0.028,0.098,0.02,0.058,0.02,0.028,0.014,0.01,0,0,1,4
Duke,2013,11,3,24,3,15,3,3,0,0.3047830923248053,0.6738241308793456,115.01079913606912,94.59751485683414,20.413284279234972,97.8028590631605,104.83967788281728,7.036818819656755,0.16144708423326137,0.2188006482982172,0.1009719222462203,0.075634792004322,68.5925925925926,0.27784891165172854,0.2163554410817772,ACC,7.308156839477745,0.966,0.034,0.46,0.46,1,In,0.196,0.192,0.12,0.106,0.084,0.06,0.05,0.056,0.05,0.018,0.022,0.03,0.008,0.006,0.002,0,1,5
Miami,2013,14,1,23,4,15,2,3,1,0.29854096520763185,0.7095477386934673,107.93742757821552,91.83438757906843,16.103039999147086,97.78426797844864,104.2319685464127,6.447700567964052,0.17381228273464658,0.1891891891891892,0.10486674391657012,0.08683151236342726,63.63133640552995,0.22773623385452071,0.1816380449141347,ACC,7.308156839477745,0.97,0.03,0.24,0.46,0,In,0.11,0.202,0.168,0.11,0.114,0.064,0.06,0.054,0.042,0.006,0.002,0.05,0.01,0.008,0,0,2,6
Florida,2013,12,3,22,5,15,5,1,0,0.3449519230769231,0.719260065288357,117.02253855278768,85.49437537004144,31.528163182746223,97.74742695757185,101.94331464732282,4.1958876897509505,0.1803084223013049,0.2350503256364713,0.12158956109134043,0.09532267613972766,62.44444444444444,0.1920485175202156,0.2018950437317784,SEC,6.186486495976018,0.944,0.056,0.76,0.76,1,In,0.198,0.096,0.208,0.104,0.09,0.072,0.052,0.036,0.02,0.044,0.02,0.042,0.006,0.012,0,0,3,7
Georgetown,2013,12,3,21,4,15,4,1,0,0.2968152866242038,0.6853070175438597,104.2865890998163,89.19902912621359,15.087559973602708,97.38963654503011,102.71997097093868,5.330334425908603,0.20085731781996327,0.2233009708737864,0.12124923453766076,0.09648058252427184,61.91469194312796,0.24529721595184348,0.21236363636363637,Big East,8.56893979229072,0.908,0.092,0.09,0.47,0,In,0.116,0.13,0.194,0.122,0.052,0.048,0.056,0.052,0.03,0.106,0.008,0.044,0.024,0.012,0.004,0.002,3,8
Arizona,2013,11,5,23,5,15,5,1,0,0.3537117903930131,0.7288842544316997,110.57434245840044,94.252261841405,16.322080616995436,96.9169723947695,102.58662761615643,5.669655221386904,0.19753086419753085,0.21128259712613093,0.10681696188942566,0.08940926024481106,66.24,0.2887459807073955,0.2201175702155454,Pac-12,6.3491199816797055,0.972,0.028,0.47,0.47,1,In,0.062,0.108,0.218,0.09,0.104,0.17,0.074,0.05,0.04,0.02,0.012,0.034,0.01,0.008,0,0,3,9
Michigan State,2013,11,4,21,6,13,6,2,0,0.34977578475336324,0.7282608695652174,107.50137892995036,91.63934426229508,15.862034667655266,96.90463631455968,101.88055179838726,4.975915483827578,0.2084942084942085,0.2,0.12796469939327082,0.11202185792349728,64.75,0.27680965147453085,0.22266401590457255,Big Ten,9.928741313158707,0.868,0.132,0.05,0.62,0,In,0.054,0.05,0.168,0.064,0.15,0.112,0.122,0.072,0.04,0.098,0.022,0.034,0.006,0.008,0,0,3,10
Oklahoma State,2013,11,4,21,6,14,5,2,1,0.32085561497326204,0.700502512562814,106.30777596519847,90.6043956043956,15.703380360802868,96.24874546306808,103.02026071941316,6.771515256345066,0.18107667210440456,0.22417582417582416,0.10984230560087004,0.08571428571428572,66.57013574660634,0.28914879792072773,0.229012760241773,Big 12,6.4563374571551915,0.886,0.114,0.29,0.41,0,In,0.044,0.094,0.194,0.118,0.154,0.086,0.08,0.062,0.056,0.066,0.012,0.016,0.012,0.006,0,0,3,11
Marquette,2013,11,4,20,7,15,5,0,1,0.3753056234718826,0.6748663101604279,108.20335066435588,98.0244044160372,10.17894624831868,95.98642127686524,102.23046376787588,6.244042491010623,0.20681686886192951,0.20453224869262057,0.10629693818601964,0.10400929692039512,63.23287671232877,0.3161244695898161,0.22525597269624573,Big East,8.56893979229072,0.854,0.146,0.01,0.47,0,In,0.026,0.068,0.226,0.154,0.082,0.08,0.118,0.054,0.04,0.054,0.032,0.038,0.014,0.012,0.002,0,3,12
UCLA,2013,11,4,21,7,14,5,2,1,0.3004975124378109,0.6681574239713775,107.52145381120646,97.18168092601913,10.33977288518733,97.64195285761323,101.07411193805036,3.4321590804371205,0.16153457849570924,0.1972823351786613,0.11408379606259464,0.09360845495722196,69.50877192982456,0.2432590855803048,0.15739179314221471,Pac-12,6.3491199816797055,0.802,0.198,0.07,0.47,0,In,0.022,0.034,0.13,0.086,0.074,0.096,0.13,0.09,0.102,0.048,0.044,0.06,0.024,0.036,0.02,0.004,3,13
New Mexico,2013,11,2,24,4,3,0,13,3,0.2921589688506982,0.7234468937875751,103.04513322457858,92.1208850512682,10.924248173310374,95.392340239119,104.60461375003452,9.2122735109155,0.1876019575856444,0.20669185105234755,0.09624796084828711,0.08526713437668645,65.09734513274337,0.34199726402188785,0.17496807151979565,Mountain West,8.59141540237124,0.772,0.228,0.41,0.41,1,In,0.014,0.042,0.218,0.034,0.152,0.126,0.122,0.09,0.048,0.048,0.044,0.034,0.014,0.012,0.002,0,3,14
Michigan,2013,10,5,22,5,15,5,4,0,0.33483652762119503,0.7258566978193146,119.74128233970754,96.71675013912076,23.024532200586776,98.08104595937176,104.42398897355795,6.342943014186173,0.15241844769403826,0.1880912632164719,0.0905511811023622,0.08291597106288258,62.93805309734513,0.19937694704049844,0.1512444160816847,Big Ten,9.928741313158707,0.9,0.1,0.18,0.62,0,In,0.138,0.142,0.088,0.196,0.096,0.058,0.122,0.058,0.032,0.016,0.014,0.03,0.008,0.002,0,0,4,15
Syracuse,2013,10,5,22,6,11,5,2,1,0.4013539651837525,0.6618773946360154,110.68947087119189,89.89247311827957,20.796997752912304,97.45794678322412,100.90293261719523,3.444985833971142,0.18760021378941744,0.24516129032258063,0.14216996258685194,0.1064516129032258,66.52444444444444,0.24105011933174225,0.2354480052321779,Big East,8.56893979229072,0.672,0.328,0.13,0.47,0,In,0.092,0.042,0.108,0.144,0.124,0.064,0.038,0.132,0.022,0.084,0.038,0.058,0.016,0.03,0.008,0,4,16
Kansas State,2013,12,3,21,5,13,4,1,1,0.3927461139896373,0.6807359307359307,109.4170403587444,94.08783783783784,15.329202520906565,98.24750553047387,100.33408895358204,2.086583423108197,0.18721973094170405,0.22747747747747749,0.1109865470852018,0.08671171171171171,63.71428571428571,0.22423485321673953,0.23541666666666664,Big 12,6.4563374571551915,0.814,0.186,0.13,0.41,0,In,0.064,0.062,0.1,0.112,0.084,0.106,0.076,0.068,0.09,0.054,0.024,0.076,0.034,0.028,0.016,0.006,4,17
