team,year,conf_wins,conf_losses,wins,losses,major_wins,major_losses,mid_major_wins,mid_major_losses,o_reb_rate,d_reb_rate,off_rating,def_rating,net_rating,sos_off,sos_def,sos_net,to_rate_off,to_rate_def,steal_rate,opp_steal_rate,pace,ftf,ftf_opp,conference,conf_avg_net,At-Large,DNQ,prob,max_prob,projected_champ,desc,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,pred_seed,rank
Notre Dame,2016,16,0,28,1,22,0,2,1,0.32873806998939553,0.7043478260869566,109.03073286052008,82.74063537221433,26.29009748830576,92.06147779880094,94.8337879522384,2.77231015343745,0.1869918699186992,0.2089249492900609,0.11178861788617886,0.09330628803245436,70.28571428571428,0.24407582938388625,0.163855421686747,ACC,7.871909150486601,0.95,0.05,0.74,0.74,1,In,0.652,0.236,0.044,0.004,0.004,0.002,0.008,0.008,0.002,0.002,0.004,0.016,0.016,0,0.002,0,1,1
UConn,2016,17,0,28,0,9,0,17,0,0.3936750272628135,0.7253649635036497,123.47652347652348,66.3356504468719,57.14087302965157,100.38873686497791,88.4856109254337,-11.903125939544235,0.16285329744279947,0.2597577388963661,0.15074024226110364,0.0847913862718708,67.54545454545455,0.1964549483013294,0.07631160572337042,American,-16.69566318669309,0.792,0.208,1,1,1,In,0.584,0.076,0.094,0.006,0.018,0.05,0.032,0.038,0.002,0.008,0.024,0.034,0.028,0,0.006,0,1,2
South Carolina,2016,16,0,28,1,21,0,1,1,0.3833504624871531,0.6928327645051194,106.2127236580517,80.28798411122146,25.92473954683024,90.28708461015776,92.51370195849005,2.2266173483322573,0.18976545842217485,0.25161290322580643,0.1513859275053305,0.07741935483870968,67,0.2599009900990099,0.17223650385604114,SEC,10.743291684268202,0.928,0.072,0.78,0.78,1,In,0.564,0.258,0.092,0.002,0.004,0.004,0.016,0.008,0,0.002,0.004,0.01,0.034,0,0.002,0,1,3
Baylor,2016,16,1,29,1,19,1,2,0,0.42178770949720673,0.7564308681672026,107.84222737819024,74.40225035161744,33.439977026572805,93.7734114413147,86.01846126689017,-7.754950174424531,0.2150706436420722,0.2202852614896989,0.10832025117739404,0.10776545166402536,70.77777777777777,0.22365988909426987,0.1282952548330404,Big 12,9.331441590202306,0.938,0.062,0.74,0.74,1,In,0.538,0.254,0.098,0.006,0.014,0.012,0.018,0.018,0,0.004,0.006,0.016,0.008,0.002,0.004,0.002,1,4
Maryland,2016,16,2,27,3,18,2,0,1,0.4412050534499514,0.7408906882591093,115.8204895738894,82.90793072014586,32.91255885374353,99.908066811297,91.12242377653044,-8.785643034766528,0.22273781902552203,0.20794392523364488,0.1345707656612529,0.1261682242990654,71.83333333333334,0.17447916666666666,0.15760869565217392,Big Ten,7.530967109393982,0.948,0.052,0.51,0.51,1,In,0.28,0.416,0.142,0.022,0.02,0.034,0.016,0.024,0.006,0.01,0.008,0.014,0.006,0,0.002,0,2,5
Texas,2016,15,2,26,2,19,2,0,0,0.3913913913913914,0.7402597402597403,101,76.5,24.5,91.52954329617364,90.2801168085825,-1.2494264875911625,0.22118380062305296,0.2492063492063492,0.12149532710280374,0.0746031746031746,71.33333333333334,0.17889087656529518,0.2673469387755102,Big 12,9.331441590202306,0.934,0.066,0.13,0.74,0,In,0.242,0.382,0.15,0.028,0.014,0.032,0.026,0.022,0.008,0.022,0.034,0.024,0.014,0,0.002,0,2,6
Oregon State,2016,16,2,25,4,18,4,1,0,0.3599585062240664,0.7356970185334408,101.19356512714064,77.38219895287958,23.811366174261067,94.47904799820046,92.84077903704532,-1.6382689611551768,0.24179620034542315,0.1423670668953688,0.07426597582037997,0.11663807890222984,64.33333333333334,0.14230019493177387,0.10301953818827708,Pac-12,8.137898776031532,0.924,0.076,0.35,0.35,1,In,0.178,0.468,0.11,0.026,0.054,0.018,0.046,0.02,0.008,0.034,0.006,0.008,0.006,0.012,0.006,0,2,7
Arizona State,2016,16,2,25,5,19,4,1,1,0.3869441816461684,0.701913393756294,97.84615384615384,81.8089430894309,16.037210756722956,89.13613619377546,93.73828573487364,4.6021495410981625,0.22058823529411764,0.24817518248175183,0.1213235294117647,0.12043795620437955,68,0.19166666666666668,0.26540284360189575,Pac-12,8.137898776031532,0.994,0.006,0.09,0.35,0,In,0.058,0.434,0.254,0.072,0.03,0.012,0.032,0.03,0.008,0.022,0.018,0.018,0.006,0.002,0.002,0.002,2,8
Louisville,2016,15,1,24,6,16,4,1,1,0.4195867026055705,0.7003058103975535,104.04624277456648,85.05079825834542,18.99544451622104,90.40485064876572,93.63326142717756,3.228410778411837,0.21052631578947367,0.17857142857142858,0.08771929824561403,0.09226190476190475,68.4,0.2052980132450331,0.18446601941747573,ACC,7.871909150486601,1,0,0.1,0.74,0,In,0.114,0.19,0.31,0.126,0.082,0.048,0.03,0.022,0.012,0.018,0.02,0.018,0.008,0,0.002,0,3,9
Ohio State,2016,15,3,23,6,17,5,1,1,0.30303030303030304,0.6493723849372385,113.27708703374778,96.35393508225876,16.923151951489004,92.67100742695445,98.84647861205562,6.175471185101185,0.16417910447761194,0.25316455696202533,0.11300639658848614,0.07383966244725738,73.56862745098039,0.2456575682382134,0.2175,Big Ten,7.530967109393982,0.992,0.008,0.36,0.51,0,In,0.03,0.112,0.518,0.088,0.14,0.034,0.012,0.02,0.01,0.016,0.014,0.002,0.002,0.002,0,0,3,10
