team,year,conf_wins,conf_losses,wins,losses,major_wins,major_losses,mid_major_wins,mid_major_losses,o_reb_rate,d_reb_rate,off_rating,def_rating,net_rating,sos_off,sos_def,sos_net,to_rate_off,to_rate_def,steal_rate,opp_steal_rate,pace,ftf,ftf_opp,conference,conf_avg_net,At-Large,DNQ,prob,max_prob,projected_champ,desc,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,pred_seed,rank
Arizona,2022,15,2,25,3,17,3,2,0,0.3552769070010449,0.7196652719665272,114.9246475449684,90.89581304771178,24.028834497256625,99.27642535847151,101.44408689467171,2.167661536200243,0.1787862219792236,0.18688524590163935,0.09021323127392016,0.08633879781420765,72.79601990049751,0.24855861627162076,0.15928659286592867,Pac-12,4.075485344385487,0.89,0.11,0.63,0.63,1,In,0.518,0.108,0.128,0.044,0.038,0.026,0.032,0.012,0.008,0,0.012,0.042,0.004,0.02,0.008,0,1,1
Duke,2022,15,3,25,4,16,4,1,0,0.3241869918699187,0.7197170645446508,117.61133603238866,95.61270801815432,21.998628014234356,101.64633261371624,105.2017776223234,3.555445008607159,0.15608619685497965,0.16097278517660682,0.09435061153174142,0.09669947886508395,68.33830845771145,0.2185648452929559,0.12072184194150593,ACC,4.481854998743042,0.976,0.024,0.57,0.57,1,In,0.314,0.148,0.18,0.116,0.046,0.056,0.072,0.016,0,0.004,0.02,0.016,0.012,0,0,0,1,2
Gonzaga,2022,13,1,23,3,3,2,14,1,0.2962962962962963,0.7720070422535211,120.22188603126575,88.1024096385542,32.11947639271155,100.67472694407006,102.64041491791724,1.965687973847144,0.16886930983847284,0.16071428571428573,0.09104258443465492,0.08482142857142858,75.66666666666666,0.1921768707482993,0.1763668430335097,WCC,5.329794178918625,0.77,0.23,0.65,0.65,1,In,0.202,0.1,0.044,0.106,0.098,0.078,0.07,0.064,0.022,0.034,0.07,0.044,0.014,0.05,0.004,0,1,3
Providence,2022,14,2,23,3,17,3,1,0,0.300768386388584,0.7213438735177866,108.4811529933481,98.72998343456652,9.75116955878157,97.33792984411936,104.99100038525452,7.653070541135149,0.17717003567181927,0.16044997039668443,0.07491082045184304,0.08821788040260509,66.07106598984772,0.2809149392423159,0.1756129887342611,Big East,6.2769655583781825,0.934,0.066,0.2,0.5,0,In,0.186,0.306,0.14,0.15,0.056,0.042,0.046,0.018,0.01,0.008,0.002,0.022,0.008,0.004,0.002,0,2,4
Auburn,2022,13,3,25,4,16,4,4,0,0.3367252543940796,0.7133928571428572,110.2354637193657,93.53593825373856,16.699525465627147,97.5225676846556,104.39626276968572,6.873695085030122,0.1828665568369028,0.19102990033222592,0.10955518945634268,0.11212624584717608,70.8905109489051,0.2607449856733524,0.2803180914512923,SEC,7.143637481181532,0.922,0.078,0.19,0.36,0,In,0.138,0.252,0.248,0.08,0.076,0.068,0.022,0.046,0.014,0.01,0.006,0.022,0.008,0.01,0,0,2,5
Wisconsin,2022,14,4,23,5,17,5,3,0,0.2587763289869609,0.7578616352201258,106.77419354838707,98.82666666666668,7.947526881720421,98.34944814602474,106.28735400504472,7.937905859019986,0.12967581047381546,0.1610239471511148,0.07647547797173733,0.0685383980181668,66.83333333333334,0.22095238095238096,0.18743961352657004,Big Ten,6.541867764927091,0.886,0.114,0.08,0.29,0,In,0.128,0.294,0.102,0.188,0.086,0.044,0.048,0.018,0.028,0.02,0.024,0,0.006,0.006,0.006,0.002,2,6
Kansas,2022,12,3,22,5,15,4,2,1,0.340958605664488,0.7173489278752436,113.9499233520695,98.16138917262512,15.788534179444383,96.27182636653426,103.54542481268956,7.273598446155312,0.1990950226244344,0.1496844003606853,0.0760180995475113,0.109107303877367,68,0.22068230277185505,0.19326065411298315,Big 12,9.718404770455624,0.918,0.082,0.22,0.33,0,In,0.124,0.14,0.136,0.112,0.092,0.112,0.054,0.074,0.064,0.032,0.014,0.03,0.012,0.004,0,0,2,7
Baylor,2022,12,4,24,5,17,5,1,0,0.3669634025717112,0.7112676056338029,112.46231155778894,92.5832492431887,19.879062314600233,97.47899896447277,102.03722153029858,4.558222565825793,0.20034843205574912,0.21285838401390095,0.11585365853658536,0.10251954821894003,67.03649635036497,0.22030456852791877,0.21436004162330904,Big 12,9.718404770455624,0.98,0.02,0.33,0.33,1,In,0.266,0.238,0.278,0.072,0.038,0.042,0.02,0.006,0.008,0.016,0,0.014,0,0.002,0,0,3,8
Purdue,2022,13,5,24,5,18,5,1,0,0.3492239467849224,0.7671497584541063,121.07416879795396,102.5706940874036,18.50347471055035,102.87557248916852,107.18280834304744,4.307235853878902,0.17105263157894737,0.14524647887323944,0.06666666666666667,0.08714788732394366,66.08695652173913,0.25494276795005205,0.1878172588832487,Big Ten,6.541867764927091,0.992,0.008,0.22,0.29,0,In,0.26,0.188,0.292,0.098,0.086,0.026,0.006,0.004,0.006,0.008,0.012,0.006,0.008,0,0,0,3,9
Kentucky,2022,12,4,23,6,14,6,2,0,0.38461538461538464,0.7537735849056604,115.8130283441074,94.48857994041708,21.32444840369033,99.72141746217656,103.67906053776711,3.957643075590545,0.1680887372013652,0.1760204081632653,0.1015358361774744,0.08418367346938775,68.43795620437956,0.2271414821944177,0.1974206349206349,SEC,7.143637481181532,0.95,0.05,0.36,0.36,1,In,0.126,0.102,0.152,0.126,0.104,0.106,0.082,0.06,0.044,0.026,0.034,0.016,0.008,0.014,0,0,3,10
