team,year,conf_wins,conf_losses,wins,losses,major_wins,major_losses,mid_major_wins,mid_major_losses,o_reb_rate,d_reb_rate,off_rating,def_rating,net_rating,sos_off,sos_def,sos_net,to_rate_off,to_rate_def,steal_rate,opp_steal_rate,pace,ftf,ftf_opp,conference,conf_avg_net,At-Large,DNQ,prob,max_prob,projected_champ,desc,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,pred_seed,rank
UConn,2017,16,0,29,0,11,0,17,0,0.37758433079434167,0.6731255265374895,121.06031128404668,75.82364341085271,45.23666787319398,89.51036381512357,96.98687595408371,7.476512138960121,0.14521452145214522,0.21044045676998369,0.12211221122112212,0.06851549755301795,66.41095890410959,0.24767225325884543,0.08657243816254417,American,4.093615877948675,0.718,0.282,0.99,0.99,1,In,0.65,0.152,0.028,0.01,0.026,0.028,0.026,0.014,0.002,0.01,0.008,0.024,0.018,0.002,0.002,0,1,1
Notre Dame,2017,15,1,27,3,20,2,3,1,0.373767258382643,0.7202797202797203,112.01130475741874,86.34860651865847,25.66269823876027,89.16938473180349,97.25032438931623,8.080939657512749,0.13793103448275862,0.1931407942238267,0.10163339382940108,0.06859205776173286,67.81538461538462,0.2055888223552894,0.1646090534979424,ACC,10.431992423425354,0.99,0.01,0.4,0.4,1,In,0.556,0.318,0.076,0.014,0.01,0.002,0.002,0.002,0,0.004,0.008,0.004,0.004,0,0,0,1,2
Baylor,2017,17,1,28,2,21,1,1,1,0.4738219895287958,0.7620459599703484,119.78513876454792,73.79558757316525,45.98955119138266,94.19328730335982,92.4692785291684,-1.724008774191439,0.1873963515754561,0.17114093959731544,0.07960199004975124,0.06879194630872483,74.21538461538462,0.20994475138121543,0.2054794520547945,Big 12,10.034117348070428,0.964,0.036,0.94,0.94,1,In,0.554,0.32,0.06,0.004,0.012,0.002,0.018,0.012,0,0.002,0.002,0.008,0.006,0,0,0,1,3
South Carolina,2017,14,2,24,4,20,3,0,1,0.3930084745762712,0.6871609403254972,110.74935400516796,82.27390180878554,28.47545219638242,89.00304791022208,97.0367520175331,8.033704107311028,0.17488789237668162,0.19703703703703704,0.1031390134529148,0.07851851851851852,66.9,0.3175182481751825,0.16828478964401294,SEC,9.973679538781248,0.972,0.028,0.59,0.59,1,In,0.448,0.304,0.144,0.024,0.016,0.012,0.004,0.01,0.002,0.004,0.016,0.01,0.004,0,0.002,0,1,4
Mississippi State,2017,13,3,27,3,18,3,3,0,0.4116558741905643,0.6966632962588474,109.73963355834138,79.85542168674698,29.884211871594403,90.7671408365714,95.53512589143276,4.767985054861328,0.15351506456241032,0.2141823444283647,0.08751793400286945,0.05643994211287988,68,0.24883359253499224,0.2249560632688928,SEC,9.973679538781248,0.982,0.018,0.38,0.59,0,In,0.356,0.424,0.124,0.018,0.022,0.02,0.008,0.008,0,0.004,0.006,0.006,0.004,0,0,0,2,5
Maryland,2017,15,1,27,2,18,1,1,1,0.4643874643874644,0.7334479793637145,119.66987620357634,83.4017327861377,36.26814341743864,96.03823949654353,93.1747210590632,-2.8635184374803364,0.2099009900990099,0.2455795677799607,0.14455445544554454,0.10412573673870336,72.14285714285714,0.2072892938496583,0.22401847575057737,Big Ten,5.877436968010635,0.962,0.038,0.76,0.76,1,In,0.288,0.298,0.29,0.034,0.01,0.018,0.004,0.02,0,0.002,0.006,0.022,0.008,0,0,0,2,6
Duke,2017,13,3,25,4,17,4,1,0,0.35859124866595515,0.6627218934911243,105.9313725490196,78.18003913894324,27.75133341007637,91.76199426036725,92.3033762799679,0.541382019600716,0.22760290556900725,0.19230769230769232,0.12590799031477,0.0985576923076923,68.83333333333334,0.2309941520467836,0.13941018766756033,ACC,10.431992423425354,0.994,0.006,0.15,0.4,0,In,0.232,0.302,0.224,0.1,0.044,0.034,0.008,0.012,0.008,0.01,0.006,0.012,0.006,0.002,0,0,2,7
Stanford,2017,15,3,25,5,17,4,2,1,0.3854853911404336,0.6994991652754591,106.14714424007744,82.69137006338372,23.455774176693737,89.74616863036837,96.46962707734608,6.723458446977682,0.22146507666098808,0.18228279386712096,0.10391822827938672,0.09369676320272571,65.22222222222223,0.1941747572815534,0.16920152091254753,Pac-12,9.523334374098802,1,0,0.21,0.64,0,In,0.212,0.34,0.254,0.058,0.048,0.032,0.012,0.006,0.002,0.01,0.006,0.01,0.006,0.002,0,0.002,2,8
Oregon State,2017,16,2,27,3,17,3,3,0,0.375366568914956,0.7360446570972887,103.01020408163266,82.70106221547799,20.309141866154675,91.18784679062362,95.61651537249008,4.428668581866455,0.2449438202247191,0.13513513513513514,0.0651685393258427,0.12387387387387389,63.57142857142857,0.192,0.12441314553990612,Pac-12,9.523334374098802,0.988,0.012,0.1,0.64,0,In,0.17,0.426,0.158,0.072,0.036,0.02,0.042,0.018,0.002,0.016,0.012,0.01,0.004,0.01,0,0.004,2,9
DePaul,2017,16,2,24,6,18,4,1,2,0.3673306772908366,0.7254385964912281,107.40740740740742,89.01098901098901,18.39641839641841,92.27253760010576,95.94010987587762,3.667572275771869,0.20134228187919465,0.21846846846846849,0.08501118568232663,0.10585585585585586,74.5,0.17098445595854922,0.30113636363636365,Big East,2.430926633460673,0.998,0.002,0.37,0.37,1,In,0.052,0.238,0.23,0.058,0.142,0.032,0.146,0.02,0.012,0.028,0.022,0.01,0.006,0.002,0.002,0,2,10
Washington,2017,15,3,27,4,16,4,5,0,0.303985171455051,0.7540229885057471,118.4670551322277,87.17031738936075,31.296737742866952,92.34990077066054,94.3138394874174,1.9639387167568567,0.11830985915492956,0.1388101983002833,0.0676056338028169,0.05665722379603399,71,0.2195121951219512,0.1518624641833811,Pac-12,9.523334374098802,0.984,0.016,0.64,0.64,1,In,0.216,0.252,0.408,0.032,0.02,0.01,0.022,0.016,0.002,0.01,0.006,0.006,0,0,0,0,3,11
Florida State,2017,13,3,25,5,16,4,1,1,0.42360475754803295,0.7105263157894737,111.02941176470588,80.46296296296296,30.56644880174292,88.62058642075955,95.89215828952938,7.2715718687698,0.2023809523809524,0.24644549763033177,0.15,0.0995260663507109,70,0.1827956989247312,0.1702127659574468,ACC,10.431992423425354,0.99,0.01,0.4,0.4,1,In,0.164,0.262,0.402,0.06,0.034,0.022,0.006,0.016,0.002,0.012,0.008,0.004,0.004,0.002,0.002,0,3,12
Texas,2017,15,3,22,7,17,6,0,1,0.4341013824884792,0.6966993755575379,103.0057251908397,85.39971278123504,17.60601240960466,89.90816465436103,98.79264545033746,8.884480795976433,0.2054794520547945,0.18793503480278423,0.08447488584474885,0.09744779582366588,73,0.19845360824742267,0.276536312849162,Big 12,10.034117348070428,0.998,0.002,0.04,0.94,0,In,0.038,0.058,0.534,0.138,0.114,0.03,0.03,0.022,0.014,0.01,0.004,0.008,0,0,0,0,3,13
Louisville,2017,12,4,25,6,14,6,3,0,0.39014202172096907,0.7090301003344481,105.64588979223126,83.29571106094808,22.35017873128318,88.98985422812478,97.02166358133636,8.0318093532116,0.205761316872428,0.1900826446280992,0.0720164609053498,0.08884297520661157,69.42857142857143,0.17391304347826086,0.2617924528301887,ACC,10.431992423425354,1,0,0.03,0.4,0,In,0.012,0.072,0.354,0.24,0.104,0.104,0.034,0.044,0.004,0.008,0.016,0.008,0,0,0,0,3,14
UCLA,2017,13,5,22,7,15,7,2,0,0.3598326359832636,0.6912028725314183,102.36854571293226,87.85578747628084,14.512758236651422,88.11865582968959,97.33676213055118,9.218106300861594,0.14507772020725387,0.2345360824742268,0.12953367875647667,0.06701030927835051,64.33333333333334,0.1568627450980392,0.21021021021021025,Pac-12,9.523334374098802,1,0,0.04,0.64,0,In,0,0.012,0.268,0.446,0.052,0.07,0.06,0.052,0.016,0.014,0.006,0.004,0,0,0,0,4,15
Kentucky,2017,11,5,20,9,14,9,0,0,0.3243781094527363,0.6950629235237173,102.85142571285644,90.09009009009009,12.761335622766351,88.7296703263937,96.59992131937751,7.870250992983826,0.13583815028901733,0.1477272727272727,0.05491329479768786,0.05965909090909091,69.2,0.25766871165644173,0.23809523809523808,SEC,9.973679538781248,0.974,0.026,0,0.59,0,In,0,0.008,0.056,0.408,0.13,0.122,0.092,0.038,0.056,0.056,0.022,0.006,0.006,0,0,0,4,16
Ohio State,2017,15,1,25,5,16,4,2,1,0.3567921440261866,0.7010785824345146,111.19625372498936,91.78494623655914,19.411307488430225,94.2997469250526,94.74623270399388,0.44648577894131025,0.1786492374727669,0.21052631578947367,0.09803921568627452,0.08333333333333333,76.5,0.14903846153846154,0.1970074812967581,Big Ten,5.877436968010635,1,0,0,0.76,0,In,0.062,0.178,0.198,0.052,0.31,0.018,0.024,0.044,0.012,0.05,0.026,0.012,0.006,0.004,0.004,0,5,17
Marquette,2017,13,5,22,7,16,5,2,1,0.3317972350230415,0.7377049180327869,109.16429249762582,95.95484477892757,13.209447718698256,92.97722753711696,94.82687523175844,1.8496476946415157,0.16857142857142857,0.16761363636363635,0.07142857142857142,0.07670454545454546,70,0.22184300341296928,0.09846153846153846,Big East,2.430926633460673,0.938,0.062,0.29,0.37,0,In,0.014,0.016,0.228,0.21,0.254,0.09,0.084,0.022,0.024,0.056,0,0.002,0,0,0,0,5,18
Tennessee,2017,10,6,19,10,12,10,0,0,0.3373945641986879,0.6823720552396426,102.868068833652,91.05691056910568,11.811158264546322,89.21329858528019,98.5568245155173,9.343525930237128,0.1524822695035461,0.15331010452961671,0.07446808510638298,0.0627177700348432,70.5,0.3146551724137931,0.212,SEC,9.973679538781248,0.906,0.094,0.02,0.59,0,In,0,0.002,0.034,0.216,0.3,0.098,0.062,0.04,0.108,0.068,0.056,0.014,0.002,0,0,0,5,19
Michigan,2017,11,5,22,8,12,8,4,0,0.36795252225519287,0.7026777469990766,110.2251407129456,87.14555765595463,23.07958305699097,94.18175676836132,93.74834978929924,-0.433406979062057,0.18524871355060035,0.2172413793103448,0.09777015437392796,0.08620689655172414,69.61194029850746,0.19881889763779528,0.10748560460652593,Big Ten,5.877436968010635,0.434,0.566,0.2,0.76,0,Last Four In,0.016,0.02,0.078,0.096,0.182,0.286,0.068,0.116,0.028,0.082,0.016,0.008,0,0,0.002,0.002,6,20
NC State,2017,12,4,22,7,13,6,0,1,0.3408029878618114,0.6968609865470852,104.16040100250628,85.23523523523524,18.92516576727104,91.32064382766843,91.81716226215316,0.4965184344847268,0.2037037037037037,0.22878228782287824,0.07777777777777778,0.08487084870848709,67.5,0.323943661971831,0.27074235807860264,ACC,10.431992423425354,0.984,0.016,0.02,0.4,0,In,0.002,0.01,0.102,0.068,0.156,0.484,0.036,0.05,0.028,0.038,0.018,0.006,0,0.002,0,0,6,21
Oklahoma,2017,13,5,22,8,14,7,4,0,0.30756442227763925,0.6745321399511798,97.58877685225778,89.84615384615384,7.7426230061039405,87.77275384838957,97.51146947269812,9.738715624308554,0.2089041095890411,0.18027210884353745,0.0821917808219178,0.08843537414965986,73,0.2647058823529412,0.2037735849056604,Big 12,10.034117348070428,0.988,0.012,0.01,0.94,0,In,0,0.014,0.084,0.196,0.114,0.334,0.08,0.064,0.062,0.038,0.002,0.006,0.004,0,0,0.002,6,22
