team,year,conf_wins,conf_losses,wins,losses,major_wins,major_losses,mid_major_wins,mid_major_losses,o_reb_rate,d_reb_rate,off_rating,def_rating,net_rating,sos_off,sos_def,sos_net,to_rate_off,to_rate_def,steal_rate,opp_steal_rate,pace,ftf,ftf_opp,conference,conf_avg_net,At-Large,DNQ,prob,max_prob,projected_champ,desc,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6,seed_7,seed_8,seed_9,seed_10,seed_11,seed_12,seed_13,seed_14,seed_15,seed_16,pred_seed,rank
Delaware,2014,13,2,21,9,0,3,0,2,0.2979274611398964,0.678729037952339,111.6564417177914,106.4990512333966,5.157390484394824,104.82452700679644,107.99319615502762,3.1686691482311526,0.13894324853228962,0.16756756756756758,0.08463796477495107,0.07272727272727272,70.18025751072962,0.30553969160479727,0.268,CAA,-0.7646508502496498,0.112,0.888,0.32,0.32,1,In,0.002,0.002,0,0.006,0.006,0.014,0.03,0.018,0.006,0.036,0.07,0.016,0.374,0.088,0.232,0.1,13,55
Manhattan,2014,13,5,20,7,1,0,3,2,0.34634634634634637,0.6640316205533597,108.42377260981912,98.55222337125127,9.871549238567836,107.67710504069908,104.04785565918544,-3.629249381513674,0.20161756210283072,0.2223508975101332,0.11842865395725016,0.08338158656629995,70.29441624365482,0.3853550295857988,0.3752808988764045,MAAC,-1.2696942453364002,0.016,0.984,0.31,0.31,1,In,0,0,0.002,0.002,0,0.008,0,0.002,0.004,0.004,0,0.026,0.356,0.182,0.248,0.166,13,56
Buffalo,2014,11,4,16,8,0,1,12,4,0.3594994311717861,0.6842684268426843,109.50956937799045,99.34949733885276,10.160072039137674,103.98942691539834,103.5170386931434,-0.4723882222549423,0.18612334801762115,0.19759825327510916,0.10297356828193832,0.09934497816593886,66.94930875576037,0.3038057742782152,0.24803664921465968,MAC,2.180558078782294,0.056,0.944,0.27,0.27,1,In,0,0,0,0.002,0.004,0.014,0.006,0.012,0.01,0.018,0.036,0.024,0.354,0.218,0.196,0.106,13,57
New Mexico State,2014,9,3,19,8,0,1,2,4,0.3743427970557308,0.6628420123565755,115.43026706231454,100.83950617283948,14.59076088947505,105.04471674890614,105.30026109383526,0.25554434492913886,0.1923837784371909,0.1688888888888889,0.0712166172106825,0.08049382716049383,66.84297520661157,0.375625,0.2509760178471835,WAC,0.46508017145523795,0.072,0.928,0.66,0.66,1,In,0,0,0,0.002,0.002,0.008,0.01,0,0.01,0.004,0.018,0.064,0.47,0.162,0.156,0.094,13,58
Mercer,2014,13,4,19,8,2,2,0,2,0.3482587064676617,0.7140303842716711,116.8862859931674,98.13725490196076,18.749031091206614,110.04209339193363,102.36654451922712,-7.675548872706504,0.18225806451612905,0.18929150892374255,0.08978494623655914,0.08761492698756085,66.42857142857143,0.2883631713554987,0.2877887788778878,ASUN,-1.9726194909712593,0.062,0.938,0.67,0.67,1,In,0.004,0.008,0.004,0.012,0.01,0.034,0.008,0.006,0.008,0.016,0.02,0.09,0.05,0.416,0.164,0.15,14,59
North Carolina Central,2014,12,1,19,5,1,1,0,2,0.3642533936651583,0.6743940990516333,112.11092246745898,90.8371040723982,21.273818395060783,108.23819675442743,98.53995611578824,-9.698240638639144,0.19090909090909092,0.22672672672672672,0.12727272727272726,0.08558558558558559,64.39024390243902,0.36,0.3469785575048733,MEAC,-6.227395617090508,0.064,0.936,0.74,0.74,1,In,0.002,0,0,0.004,0.004,0.054,0.004,0.004,0.004,0,0.024,0.084,0.094,0.388,0.212,0.122,14,60
Eastern Kentucky,2014,10,5,18,9,0,2,0,1,0.23895809739524349,0.6719512195121952,117.50513347022589,104.52442159383033,12.980711876395546,109.44078210752166,103.93930327951796,-5.501478828003666,0.1570841889117043,0.2596401028277635,0.13141683778234087,0.08226221079691516,66.88412017167381,0.3249839434810533,0.3841684822076979,OVC,-0.5096265348967807,0.026,0.974,0.27,0.27,1,In,0.004,0.002,0,0.002,0.008,0,0.004,0,0.002,0,0.01,0.034,0.062,0.142,0.54,0.19,15,61
Davidson,2014,14,1,17,11,1,4,0,2,0.2903885480572597,0.71898197242842,113.4944612286002,106.17721518987342,7.317246038726779,105.23889397333916,106.31636411086728,1.0774701375281366,0.17233686558839934,0.1875350926445817,0.07919687674288901,0.08815272318921955,67.98104265402843,0.27468099395567497,0.3148542999289268,Southern,-1.208220764124187,0.012,0.988,0.32,0.32,1,In,0.004,0,0.002,0.008,0.004,0.004,0.014,0.02,0.008,0.036,0.066,0.034,0.204,0.176,0.224,0.196,15,62
Boston University,2014,13,2,20,8,1,0,0,3,0.28598848368522073,0.7023346303501945,106.77290836653384,101.19225037257824,5.580657993955612,104.6304863280677,106.52781420329734,1.897327875229631,0.1797808764940239,0.2021857923497268,0.10308764940239044,0.07898658718330849,65.8360655737705,0.22842043452730476,0.21930870083432655,Patriot,-1.1449699478084971,0.008,0.992,0.43,0.43,1,In,0.002,0.002,0.01,0.006,0.008,0.01,0.032,0.008,0.04,0.024,0.072,0.038,0.154,0.09,0.342,0.162,15,63
Vermont,2014,14,1,18,9,0,2,1,2,0.3275663206459054,0.7319796954314721,111.4673913043478,93.30453563714904,18.162855667198784,105.64815019796758,101.54288992106268,-4.105260276904901,0.1852107809260539,0.19093406593406592,0.09882515549412578,0.08104395604395605,62.57297297297298,0.3490566037735849,0.2897822445561139,Am. East,-4.008379143928882,0.032,0.968,0.72,0.72,1,In,0,0.002,0,0,0.002,0.008,0.002,0.006,0.002,0.006,0.014,0.13,0.158,0.202,0.306,0.162,15,64
Weber State,2014,13,4,13,9,0,1,0,3,0.28746594005449594,0.71960569550931,113.6730888750777,101.35467980295569,12.318409072122025,108.16378945472164,104.19490927071269,-3.968880184008941,0.19426336375488917,0.14783731439638476,0.06388526727509779,0.07876049063912201,63.25773195876288,0.3867924528301887,0.23218221895664953,Big Sky,-0.5382221314102223,0.014,0.986,0.59,0.59,1,In,0.002,0.002,0,0.002,0.008,0,0.002,0.002,0.006,0,0.006,0.022,0.152,0.12,0.276,0.4,16,65
Radford,2014,9,6,16,11,0,1,0,3,0.3300970873786408,0.6890359168241966,113.9352306182532,106.20420127015144,7.7310293481017425,108.87010791995688,103.86403606827024,-5.006071851686615,0.16548582995951416,0.1816809260191243,0.10526315789473684,0.08203321590337191,67.84549356223175,0.2958756724447101,0.26710684273709484,Big South,0.5736611712473803,0,1,0.22,0.22,1,In,0.002,0,0,0,0.004,0.008,0,0.002,0,0.002,0.012,0.012,0.038,0.118,0.238,0.564,16,66
Southern,2014,13,2,14,11,0,4,0,0,0.32961460446247465,0.7012138188608776,104.79666319082376,93.37572866984632,11.420934520977454,108.11986656432018,98.91460914406905,-9.205257420251092,0.19525547445255476,0.18568784700801977,0.0851581508515815,0.0931523750771129,67.79381443298969,0.2655325443786982,0.34914463452566097,SWAC,-6.600676904523567,0,1,0.57,0.57,1,In,0,0,0,0,0,0,0.004,0,0.004,0.002,0.004,0.016,0.096,0.096,0.286,0.492,16,67
Robert Morris,2014,14,1,19,11,0,3,1,3,0.31589147286821706,0.6808080808080809,110.417715148465,108.6258776328987,1.7918375155663,107.71583477085302,107.31245218470434,-0.40338258614870737,0.16797078768909754,0.1974025974025974,0.10537297861241524,0.07844155844155844,65.81974248927038,0.2657766990291262,0.2730744748567791,NEC,-4.814195852973267,0.002,0.998,0.38,0.38,1,In,0,0,0,0,0,0,0.002,0,0,0.002,0,0.004,0.054,0.09,0.162,0.686,16,68
