game_id,team,pace
400912912,Richmond,65.5909090909091
400912912,Liberty,66.94054054054054
400920690,Coppin State,70.30434782608695
400920690,Towson,70.54166666666666
400920475,St. Francis (PA),78.4074074074074
400920475,Youngstown State,69.3953488372093
400927986,SIU Edwardsville,71.50282485875707
400927986,Vanderbilt,71.52173913043478
400914221,Presbyterian,64.20725388601036
400914221,Gonzaga,68.76923076923077
400911475,UC Irvine,68.75675675675676
400911475,Portland State,72.65071770334929
400911474,Long Beach State,66.83870967741936
400911474,Florida,73.64
400921513,Jacksonville State,69.6986301369863
400921513,Savannah State,65.51351351351352
400921071,Sam Houston,69.6
400921071,Prairie View A&M,70.57297297297298
400917377,Albany,71.39047619047619
400917377,Yale,67.92156862745098
400914389,Villanova,62.8471615720524
400914389,Saint Joseph's,64.98578199052132
400913413,Portland,70.10169491525423
400913413,Weber State,72.4559585492228
400912771,Utah State,65.03783783783784
400912771,Utah,71.56
400911683,Tulane,67.78947368421052
400911683,Middle Tennessee,67.03333333333333
400911099,Texas Tech,70.64
400911099,Arkansas,68.26086956521739
400921500,Stephen F. Austin,70.71502590673576
400921500,UT Arlington,69.8695652173913
400920123,North Dakota State,69.81818181818181
400920123,Milwaukee,69.64285714285714
400914496,Kansas City,65.27810650887574
400914496,Abilene Christian,67.89189189189189
400914470,Detroit Mercy,72.41666666666666
400914470,Minnesota,73.78238341968911
400914419,Eastern Kentucky,70.71502590673576
400914419,Saint Louis,69.70334928229664
400913412,San Francisco,70.01081081081081
400913412,North Dakota,72.08247422680412
400912907,Rhode Island,68.66666666666666
400912907,Brown,74.07567567567567
400911685,North Texas,67.08629441624366
400911685,Tulsa,70.59067357512953
400911684,SMU,69.39712918660288
400911684,New Mexico,72.31818181818181
400927985,Utah Valley,61.473684210526315
400927985,Air Force,69.85714285714286
400905214,Mississippi State,68.18461538461538
400905214,Iowa State,70.08612440191388
400920819,Eastern Illinois,70.31847133757962
400920819,Valparaiso,70.125
400920697,William & Mary,66.19689119170984
400920697,American University,64.98395721925134
400917366,Bucknell,66.09523809523809
400917366,Rutgers,63.655913978494624
400914065,Kennesaw State,66.93785310734464
400914065,Mercer,64.95652173913044
400914064,Wofford,63.14285714285714
400914064,North Carolina Central,66.58333333333333
400914063,Davidson,71.8
400914063,East Tennessee State,67.95454545454545
400912974,Jacksonville,70
400912974,Florida International,69.3631284916201
400912972,Rice,66.1611374407583
400912972,Incarnate Word,70.57142857142857
400912492,Stetson,66.98305084745763
400912492,High Point,67.93296089385476
400912362,UAB,65.3469387755102
400912362,Southern Illinois,66.33333333333334
400912361,Loyola Chicago,66.54166666666667
400912361,Western Michigan,70.64
400912360,Indiana State,66.33540372670807
400912360,Miami (OH),70
400912359,Drake,72.64454976303318
400912359,Green Bay,64.81481481481482
400912023,Georgia State,69.72727272727272
400912023,Georgia Tech,70.89430894308944
400911473,Boston University,68.98924731182795
400911473,Arizona State,64.70484581497797
400911310,Lafayette,69.06382978723404
400911310,St. John's,65.37037037037037
400922547,Alabama A&M,68.35
400922547,Samford,62.173913043478265
400920640,Drexel,62.044444444444444
400920640,Cornell,64.88888888888889
400920468,St. Francis (BKN),66.26804123711341
400920468,Army,68.19251336898395
400920341,Mount St. Mary's,67.56476683937824
400920341,Loyola (MD),67.2
400913415,Denver,67.5764705882353
400913415,Northern Arizona,69.52808988764045
400913187,Duquesne,69.88000000000001
400913187,Ohio,70.23923444976076
400913186,Akron,73.12432432432432
400913186,Winthrop,72.34782608695652
400913185,UIC,71.363184079602
400913185,Central Michigan,71.09278350515464
400912975,Marshall,70.52380952380952
400912975,Penn State,70.32
400911309,Providence,64.90322580645162
400911309,Bryant,68.35023041474655
400917270,Lipscomb,73.16129032258064
400917270,Morehead State,75.19047619047619
400914220,Norfolk State,72.18181818181817
400914220,Longwood,69.08695652173913
400912894,Idaho,70.33333333333333
400912894,Oregon State,64.71317829457364
400913886,San Diego,67.94029850746269
400913886,Washington State,72.36363636363636
400913411,Montana,66.37837837837837
400913411,Seattle U,66.81865284974093
400911472,UC Santa Barbara,65.38461538461539
400911472,Loyola Marymount,70.47191011235955
400911471,San Diego State,67.45945945945947
400911471,UC Davis,68.14814814814815
400912770,UNLV,66.94930875576037
400912770,BYU,68.58823529411764
400913410,Carroll (MT),63
400913410,Montana State,72.7487684729064
400912769,SE Louisiana,78.37288135593221
400912769,Colorado State,65.66824644549763
400912594,Vanderbilt,71.29166666666666
400912594,Air Force,69.63636363636364
400912768,Southern Utah,73.60000000000001
400912768,Wyoming,63.352380952380955
400914288,Purdue Fort Wayne,64.9090909090909
400914288,Illinois,70.48
400912358,Missouri State,68.17910447761194
400912358,Missouri,65.30143540669856
400912357,Northern Illinois,79.1923076923077
400912357,Bradley,68.19459459459459
400911308,Western Illinois,72.41904761904762
400911308,Marquette,71.85253456221199
400920966,Crowleys Ridge,74
400920966,Central Arkansas,64.84
400917421,Binghamton,68.56470588235294
400917421,Fairleigh Dickinson,68.82474226804123
400914456,Oakland,74.3913043478261
400914456,Michigan State,71.52475247524752
400914062,Radford,65.2394366197183
400914062,UNC Greensboro,67.52293577981652
400913725,Monmouth,72.19704433497537
400913725,Niagara,65.83084577114428
400913724,Rider,70.74654377880185
400913724,Canisius,65.65803108808291
400913723,Manhattan,64.83333333333333
400913723,Iona,66.84
400913595,Hampton,71.73076923076923
400913595,James Madison,68.76595744680851
400912619,VCU,66.77272727272728
400912619,George Washington,66.07734806629834
400911682,Tennessee Tech,68.67415730337079
400911682,Cincinnati,69.96610169491525
400911307,South Florida,67.53571428571429
400911307,Butler,67.70443349753694
400912595,Utah Valley,61.85474860335195
400912595,SIU Edwardsville,71.35135135135135
400914061,Western Carolina,66.3391812865497
400914061,Florida A&M,71.17098445595855
400912022,Maine,65.41626794258373
400912022,Clemson,66.54166666666667
400912356,Arkansas State,72.49760765550239
400912356,Wichita State,69.36
400921883,Trevecca Nazarene,66
400921883,Belmont,68.49751243781094
400911918,UMass Lowell,70.58823529411765
400911918,Columbia,68.57803468208093
400913885,Stanford,66.816
400913885,CSU Bakersfield,66.63687150837988
400911469,UC Irvine,68.6839378238342
400911469,Nevada,71.40106951871657
400913884,Washington,71.42857142857143
400913884,Grand Canyon,66.47368421052632
400912971,Florida Atlantic,72.54545454545455
400912971,Arizona,71.38755980861245
400912767,Idaho State,65.27699530516432
400912767,Utah State,65.24352331606218
400912020,Virginia,66.08219178082192
400912020,Northwestern,71.56
400905184,Eastern Washington,69.3211009174312
400905184,Boise State,70.25777777777778
400911098,Auburn,65.9009900990099
400911098,Kansas State,68.83555555555556
400905156,Abilene Christian,67.73056994818653
400905156,Baylor,74.02575107296137
400912970,Texas State,66.07253886010363
400912970,UTSA,72.76404494382022
400912355,Eastern Illinois,70.2060606060606
400912355,Illinois State,68.46153846153845
400912018,North Carolina,73.32
400912018,Wisconsin,69.91666666666666
400911829,Alcorn State,73.6086956521739
400911829,Alabama,71.04382470119522
400911470,Saint Mary's,71.08457711442786
400911470,Cal Poly,69.92090395480226
400920122,Oral Roberts,67.2090395480226
400920122,Little Rock,65.88461538461539
400911305,DePaul,74.06008583690988
400911305,UConn,70.03891050583658
400911097,South Carolina,67.65625
400911097,Texas,71.90082644628099
400912019,Maryland,73.89655172413794
400912019,Louisville,69.03703703703704
400912021,Miami,70.93087557603687
400912021,Ohio State,78.1511111111111
400911096,Oklahoma,74.9251101321586
400911096,Kentucky,67.72602739726027
400920937,Yale,68.22360248447205
400920937,LIU Brooklyn,66.125
400920696,Dartmouth,65.36263736263736
400920696,William & Mary,66.02985074626866
400920512,New Hampshire,65.03482587064677
400920512,Northeastern,65.4020618556701
400913722,Fairfield,63.6701030927835
400913722,Siena,68.87128712871286
400913721,Quinnipiac,70.19999999999999
400913721,Saint Peter's,66.04
400913183,Chicago State,65.76271186440678
400913183,Ball State,72.99481865284974
400912969,Mississippi Valley State,73.12359550561797
400912969,Southern Miss,70.03703703703704
400912618,Duquesne,69.38461538461539
400912618,Fordham,61.211009174311926
400912017,Nebraska,72
400912017,Virginia Tech,72.81777777777778
400912016,Duke,68.57692307692307
400912016,Rutgers,63.71134020618556
400912015,Indiana,69.87610619469027
400912015,NC State,67.88118811881188
400912014,Michigan,70.22222222222223
400912014,Georgia Tech,70.80314960629921
400911681,Temple,68.4088888888889
400911681,Harvard,67.7720207253886
400911680,UCF,68.08
400911680,Buffalo,71.57692307692308
400911679,East Carolina,71.33727810650888
400911679,Charlotte,73.4726368159204
400911306,Delaware State,76.16666666666666
400911306,Xavier,67.16981132075472
400921438,Georgia Southern,67.68181818181819
400921438,Savannah State,65.40932642487047
400911468,CSU Northridge,68.7363184079602
400911468,Northern Arizona,69.3763440860215
400912551,Jackson State,77.95620437956204
400912551,Ole Miss,73.04
400912353,Loyola Chicago,66.52
400912353,Central Michigan,70.97029702970298
400913409,Portland State,72.8110599078341
400913409,Portland,70.31351351351351
400912766,San Francisco,69.80310880829015
400912766,Fresno State,65.5045871559633
400911467,Santa Clara,67.33689839572192
400911467,UC Santa Barbara,65.4074074074074
400912966,Houston Baptist,69.85000000000001
400912966,UTEP,70.0408163265306
400912012,Notre Dame,69.84738955823293
400912012,Iowa,72.10958904109589
400913408,Southern Utah,73.69458128078817
400913408,Utah,71.8076923076923
400912765,Denver,67.41573033707864
400912765,Colorado State,65.64383561643835
400913179,Western Michigan,70.57692307692308
400913179,North Dakota State,69.73913043478261
400912352,Northern Illinois,79.22222222222223
400912352,Drake,72.91324200913242
400912351,Green Bay,64.75
400912351,Bradley,68.02072538860104
400912350,Evansville,67.79166666666667
400912350,Valparaiso,70.24
400912011,Wake Forest,70.55238095238094
400912011,Illinois,70.3076923076923
400911678,Arkansas,68.16666666666666
400911678,Tulsa,70.48756218905473
400911676,McNeese,71.70984455958549
400911676,Tulane,68.16589861751152
400911675,North Texas,67.39512195121951
400911675,SMU,69.5668202764977
400911674,Houston,72.64
400911674,UT Rio Grande Valley,69.47826086956522
400911466,Montana,66.36269430051813
400911466,CSU Fullerton,65.68181818181819
400911095,Kansas,72.63366336633663
400911095,Creighton,64.3302752293578
400912764,New Mexico,72.60869565217392
400912764,New Mexico State,66.02061855670102
400912013,Florida State,71.46902654867256
400912013,Minnesota,73.71144278606965
400911854,Wofford,63.68181818181818
400911854,Florida,73.76923076923077
400912010,Michigan State,71.80952380952381
400912010,Syracuse,73.15384615384615
400912576,Tennessee State,75.06493506493507
400912576,Tennessee,71.04587155963303
400922072,Alabama State,69.26203208556149
400922072,Samford,62.125
400920854,Columbia,68.59668508287294
400920854,Loyola (MD),67.06735751295338
400920589,Holy Cross,68.09523809523809
400920589,Vermont,66.23463687150837
400920505,Yale,68.35502958579882
400920505,Wagner,69.4054054054054
400920467,Howard,74.08695652173913
400920467,St. Francis (BKN),66.49504950495049
400920340,Coppin State,70.125
400920340,Mount St. Mary's,67.42288557213931
400920310,UMBC,67.70149253731344
400920310,American University,64.49230769230769
400917269,NJIT,68.31818181818181
400917269,Lehigh,69.9090909090909
400914320,La Salle,67.33689839572192
400914320,Villanova,62.71729957805907
400914303,UNC Wilmington,64.9950248756219
400914303,Davidson,72.04761904761905
400914219,Norfolk State,72.1304347826087
400914219,High Point,68.06417112299465
400914060,South Carolina Upstate,71.6300578034682
400914060,Furman,66.16216216216216
400913180,Purdue Fort Wayne,65
400913180,Kent State,74.07567567567567
400912009,Purdue,68.291845493562235
400912009,Pittsburgh,68.16666666666666
400912008,Penn State,70.1923076923077
400912008,Boston College,68.58333333333333
400911677,Florida International,69.2192513368984
400911677,South Florida,67.48275862068965
400911302,Albany,71.26605504587155
400911302,St. John's,65.42857142857143
400911093,Morehead State,75.5
400911093,West Virginia,71.36283185840708
400921029,Texas Southern,68.4770642201835
400921029,New Orleans,74.61904761904762
400917268,North Florida,67.6319018404908
400917268,Charleston,72.55721393034825
400911673,Northwestern State,67.76216216216216
400911673,Memphis,66.07567567567568
400914059,East Tennessee State,68.3913043478261
400914059,Austin Peay,71.75308641975309
400920930,Pennsylvania,60.476683937823836
400920930,Lafayette,68.6938775510204
400914327,UMass,66.55670103092784
400914327,Hartford,68.91005291005291
400911303,Seton Hall,69.29353233830847
400911303,Princeton,69.18134715025907
400914384,Stony Brook,63.10160427807487
400914384,St. Bonaventure,66
400912968,Western Kentucky,65.17972350230414
400912968,Eastern Kentucky,70.92537313432837
400912349,IUPUI,63.84236453201971
400912349,Indiana State,66.17751479289942
400912967,Morgan State,66.32124352331606
400912967,Marshall,69.95454545454545
400911094,Butler,67.90521327014218
400911094,TCU,74.16
400912585,USC,70.25
400912585,Texas A&M,65.75107296137338
400921012,North Carolina A&T,72.6
400921012,Appalachian State,70.71502590673576
400913720,Iona,66.73076923076923
400913720,VCU,66.73913043478261
400911304,Georgetown,69.08717948717948
400911304,Towson,70.56
400912491,Stetson,66.55135135135136
400912491,Northern Kentucky,64.39408866995075
400914301,George Mason,66.50279329608938
400914301,Detroit Mercy,72.36
400912965,Ohio,70.15668202764977
400912965,Middle Tennessee,67
400912964,Dartmouth,65.30526315789474
400912964,Old Dominion,70.92307692307692
400913182,Bucknell,66.12844036697248
400913182,Akron,72.9119170984456
400913407,Stanislaus State,81.66666666666666
400913407,Sacramento State,80.3027027027027
400914495,Loyola Marymount,70.45161290322581
400914495,Seattle U,66.9452736318408
400911465,Grand Canyon,66.6
400911465,UC Riverside,68.25688073394495
400914494,Pepperdine,70.51546391752578
400914494,Utah Valley,62.16042780748663
400914492,Oakland,74.58333333333333
400914492,Chicago State,66.11891891891892
400912963,Sam Houston,69.80952380952381
400912963,Rice,66.55707762557077
400912962,Abilene Christian,68.17910447761194
400912962,UTSA,72.86021505376344
400912763,Navy,67.71563981042654
400912763,Air Force,69.82608695652173
400912563,Western Illinois,72.44036697247707
400912563,Missouri,65.6589861751152
400914418,Saint Louis,69.75115207373273
400914418,Southeast Missouri State,71.85
400911092,Prairie View A&M,70.96373056994818
400911092,Texas Tech,71.07692307692307
400911672,Chattanooga,60.54054054054055
400911672,UConn,69.91698113207546
400921745,Nicholls,71.5
400921745,Grambling,70.48847926267281
400920392,Harvard,67.86069651741293
400920392,Sacred Heart,66.9090909090909
400917266,Jacksonville,69.73913043478261
400917266,Savannah State,65.4726368159204
400914218,Tennessee Tech,68.73118279569893
400914218,Winthrop,72.16666666666667
400913719,Marist,65.64
400913719,Manhattan,64.68
400912961,Louisiana Tech,67.39047619047619
400912961,UL Monroe,68.82608695652173
400912487,Kennesaw State,67.11351351351351
400912487,Georgia,67.80392156862744
400911917,Rhode Island,68.86363636363637
400911917,UMass Lowell,70.65838509316771
400911671,Arkansas-Pine Bluff,71.25
400911671,Cincinnati,69.88108108108108
400913178,Eastern Michigan,71.29533678756476
400913178,Incarnate Word,70.27272727272728
400912348,Southern Illinois,66.47999999999999
400912348,UT Martin,71.77653631284916
400920965,Alcorn State,73.08333333333334
400920965,Central Arkansas,64.73076923076923
400917267,Lipscomb,72.90721649484536
400917267,Belmont,68.4401913875598
400914058,UNC Greensboro,67.57522123893806
400914058,Maryland-Eastern Shore,67.67999999999999
400914056,Campbell,62.01081081081081
400914056,Western Carolina,66.17777777777778
400914057,Mercer,65.33333333333333
400914057,Georgia Southern,68
400913406,Youngstown State,69.2
400913406,Northern Arizona,69.27835051546393
400912347,Little Rock,65.62962962962963
400912347,Missouri State,67.82775119617224
400912960,Mississippi Valley State,72.81720430107526
400912960,UAB,65.45098039215686
400920695,Delaware State,75.8
400920695,William & Mary,66.10526315789474
400920511,New Hampshire,65.11004784688996
400920511,Boston University,68.90721649484536
400920474,Cornell,65.6470588235294
400920474,St. Francis (PA),78.46428571428572
400920290,Fairleigh Dickinson,68.91089108910892
400920290,Army,68.38974358974359
400914054,Murray State,72.75739644970415
400914054,East Tennessee State,68.75
400912346,Indiana State,66.16949152542372
400912346,Eastern Illinois,69.87283236994219
400911670,Presbyterian,64.07960199004975
400911670,East Carolina,70.91525423728814
400911463,Mississippi State,68.29850746268657
400911463,Hawai'i,65.41176470588235
400927181,Ohio State,78.04291845493563
400927181,Baylor,73.99170124481329
400911460,Long Beach State,67.30666666666667
400911460,USC,70.67999999999999
400911462,Oregon,68.19354838709677
400911462,San José State,71.76354679802957
400927142,Ole Miss,72.96153846153845
400927142,UNLV,67.1288888888889
400920936,Yale,68.26966292134831
400920936,Holy Cross,68.29378531073446
400927182,Syracuse,73.4074074074074
400927182,DePaul,74.29045643153528
400913882,Washington,71.48275862068965
400913882,Portland,70.46632124352331
400911089,High Point,68.43076923076923
400911089,West Virginia,71.52136752136752
400914491,South Dakota,66.4041450777202
400914491,CSU Bakersfield,66.3529411764706
400912762,Utah State,65.35323383084577
400912762,Montana,66.34825870646766
400911461,Hofstra,67.01960784313725
400911461,UC Davis,68.10714285714286
400927162,Hartford,68.751269035533
400927162,Norfolk State,71.83333333333334
400912231,Lafayette,68.86274509803923
400912231,Hampton,71.7037037037037
400911669,Tulane,68.26666666666667
400911669,UTSA,72.78350515463917
400911090,Colorado State,65.93832599118943
400911090,Oklahoma,74.8936170212766
400927141,Wisconsin,70.03999999999999
400927141,Tennessee State,75.06172839506172
400920118,Western Illinois,72.56637168141593
400920118,SIU Edwardsville,71.46113989637306
400913718,Siena,68.96682464454976
400913718,Albany,71.36563876651982
400912593,Vanderbilt,71.2
400912593,UT Martin,71.78609625668449
400912344,Wyoming,63.3394495412844
400912344,Drake,72.63436123348018
400912343,Evansville,67.8
400912343,Northwestern,71.5
400912007,Duke,68.74074074074075
400912007,Pepperdine,70.57425742574257
400911828,Alabama A&M,68.61904761904762
400911828,Alabama,71.13513513513513
400911091,North Dakota,72.11822660098522
400911091,Kansas,72.64454976303318
400905213,Arkansas State,72.70046082949308
400905213,Iowa State,70.4147465437788
400911668,Austin Peay,71.52941176470588
400911668,UCF,68.11538461538461
400927203,UT Arlington,70.75
400927203,Seton Hall,70.04784688995215
400912006,Tennessee,71.43362831858407
400912006,Virginia Tech,73.03004291845494
400912535,Samford,62.199999999999996
400912535,Kentucky,67.55947136563877
400927161,Monmouth,72.41706161137441
400927161,Lehigh,70.26086956521739
400926969,Robert Morris,67.46268656716418
400926969,Florida International,68.96410256410256
400920853,Colgate,73.83957219251337
400920853,Columbia,68.74074074074075
400920639,Drexel,62.11158798283262
400920639,Bucknell,66.05309734513274
400920565,Charleston,72.688995215311
400920565,Appalachian State,70.88557213930348
400917365,Bryant,68.16
400917365,Rutgers,63.801980198019805
400914300,George Mason,66.7379679144385
400914300,Towson,70.61538461538461
400912959,North Carolina Central,66.72
400912959,Old Dominion,71
400912906,La Salle,67.44615384615385
400912906,UNC Wilmington,65.14832535885168
400911845,Indiana,69.88034188034189
400911845,Auburn,65.98095238095239
400911667,Quinnipiac,70.3225806451613
400911667,Temple,68.49785407725322
400911301,Arkansas-Pine Bluff,71.28
400911301,Xavier,67.27272727272728
400926972,Grambling,70.36444444444444
400926972,Fordham,61.45132743362832
400927104,George Washington,66.15873015873015
400927104,Western Kentucky,65.24444444444444
400912005,Louisville,69.13147410358566
400912005,South Carolina,67.75757575757575
400920309,Princeton,68.93532338308458
400920309,UMBC,67.48325358851675
400917420,Brown,74.23834196891191
400917420,Binghamton,69.07865168539325
400914052,Wofford,63.91304347826087
400914052,Omaha,67.25
400913138,Northern Colorado,69.65217391304348
400913138,Eastern Michigan,71.04477611940298
400926971,Texas Tech,70.81481481481481
400926971,Miami,70.68444444444444
400926970,Stetson,66.84536082474227
400926970,Weber State,72.43564356435644
400912918,St. Bonaventure,66.13636363636363
400912918,Rider,70.64888888888889
400927202,San Diego State,67.60621761658031
400927202,Central Connecticut,69.92307692307692
400911300,Providence,65.15463917525773
400911300,Miami (OH),69.91304347826086
400927103,Florida Gulf Coast,67.84
400927103,Kent State,73.78238341968911
400912233,Bowling Green,70.59649122807018
400912233,Saint Peter's,66.22009569377991
400911458,Oregon,68.03125
400911458,Hawai'i,65.31282051282051
400927023,Delaware,64.58031088082902
400927023,Detroit Mercy,72.15384615384616
400911999,Virginia,66.14977973568281
400911999,Nebraska,71.83505154639175
400911459,San José State,71.96208530805687
400911459,Mississippi State,68.46376811594203
400912002,Michigan,70.18326693227093
400912002,Florida State,71.28205128205128
400913140,Sam Houston,70.13636363636364
400913140,UT Rio Grande Valley,69.91666666666666
400927009,Syracuse,73.14285714285714
400927009,Ohio State,77.67634854771784
400927005,Navy,67.79908675799086
400927005,Arkansas,68.16
400913881,Washington,71.43333333333334
400913881,Seattle U,67.02392344497608
400927022,Michigan State,71.81651376146789
400927022,CSU Northridge,68.7846889952153
400927007,Milwaukee,69.3448275862069
400927007,Vermont,66.18181818181819
400920504,Wagner,69.26424870466322
400920504,New Hampshire,65.21658986175115
400912584,Abilene Christian,68.05741626794259
400912584,Texas A&M,65.79253112033194
400912342,Illinois State,68.66666666666666
400912342,Northern Illinois,79.14285714285714
400926924,Georgia,67.47169811320755
400926924,South Florida,67.33333333333333
400912261,Washington State,72.64
400912261,Maryland,74.1
400911456,Belmont,68.42396313364056
400911456,Loyola Marymount,70.4742268041237
400911297,Marquette,71.85777777777778
400911297,Pacific,71.34020618556701
400927001,Duquesne,69.29629629629629
400927001,California,70.2905982905983
400913716,Fairfield,63.722772277227726
400913716,Harvard,67.71291866028707
400912004,Cornell,65.48314606741573
400912004,Pittsburgh,67.92
400912248,Winthrop,71.8
400912248,Gonzaga,68.62962962962963
400912958,Prairie View A&M,71.04477611940298
400912958,Marshall,70.08695652173914
400912546,Wisconsin,70.11538461538461
400912546,Ole Miss,73.03703703703704
400911665,Howard,73.625
400911665,Cincinnati,69.51295336787565
400926964,DePaul,74.63453815261045
400926964,Baylor,74.24899598393574
400927006,LIU Brooklyn,66.16
400927006,NJIT,68.17391304347825
400927004,Memphis,66.52849740932642
400927004,Nevada,71.50769230769231
400926961,Louisiana,69.38461538461539
400926961,Southern Miss,69.92857142857143
400914213,Charleston Southern,66.65346534653465
400914213,Lipscomb,72.91089108910892
400912892,Utah,72.11111111111111
400912892,Saint Mary's,71.46411483253588
400912313,Idaho,70.28571428571428
400912313,Grand Canyon,66.61904761904762
400927015,Saint Joseph's,65.27853881278538
400927015,New Mexico,72.66666666666667
400913177,Morgan State,66.34825870646766
400913177,Kansas City,65.31073446327683
400911457,Utah Valley,62.35897435897436
400911457,Cal Poly,69.75135135135135
400926975,Dayton,65.94285714285715
400926975,Creighton,64.35398230088497
400911296,Arizona State,64.40851063829787
400911296,St. John's,65.17241379310346
400927002,Western Carolina,66.38297872340425
400927002,San Francisco,69.93034825870647
400914417,Saint Louis,69.54666666666667
400914417,Little Rock,65.5
400913670,Norfolk State,71.92
400913670,Lehigh,70.375
400913404,Santa Clara,67.48717948717949
400913404,Montana State,72.72037914691943
400913403,Arizona,71.59447004608295
400913403,Southern Utah,73.70616113744076
400912957,Iona,66.77777777777779
400912957,North Texas,67.49295774647888
400911455,Fresno State,65.20353982300885
400911455,UC Irvine,68.17910447761194
400926982,Boston College,68.72
400926982,St. Francis (BKN),66.70476190476191
400911087,Kansas State,68.63519313304721
400911087,UTEP,69.76470588235294
400921670,Oral Roberts,67.32972972972972
400921670,Houston Baptist,69.9047619047619
400912545,Tennessee State,74.54117647058824
400912545,UNLV,67.1587982832618
400912314,Northern Iowa,65.6
400912314,Denver,67.61290322580646
400905134,Charlotte,73.49282296650718
400905134,Boise State,70.11158798283262
400926967,Richmond,65.82608695652173
400926967,Florida Atlantic,72.47826086956522
400926962,Alcorn State,73.2
400926962,Southeast Missouri State,72.14285714285714
400912916,Rider,70.72961373390558
400912916,UCF,68.14814814814815
400911299,Central Connecticut,70.11981566820276
400911299,Seton Hall,70.34862385321101
400927014,BYU,68.67924528301887
400927014,Tulsa,70.35406698564593
400926976,Georgia Tech,70.62595419847328
400926976,Missouri,65.74222222222222
400920117,Georgia Southern,67.70833333333333
400920117,IUPUI,63.92417061611375
400917265,South Alabama,66.125
400917265,Jacksonville,69.66666666666667
400914214,Gardner-Webb,66.279792746114
400914214,South Carolina Upstate,71.60220994475138
400913717,Stony Brook,63.22051282051282
400913717,Manhattan,64.6923076923077
400913671,Hartford,69.30731707317074
400913671,Monmouth,72.94977168949772
400913354,Eastern Kentucky,71.00478468899522
400913354,Western Michigan,70.62962962962963
400913176,Murray State,72.72316384180792
400913176,Ohio,70.11555555555556
400913175,North Dakota State,69.5
400913175,Central Michigan,70.81904761904762
400913174,Sacred Heart,67.1578947368421
400913174,Buffalo,71.62962962962963
400912003,Wake Forest,70.53211009174312
400912003,Elon,69.92857142857143
400911916,UMass Lowell,70.62721893491124
400911916,Boston University,68.99009900990099
400911295,Providence,65.14851485148515
400911295,UNC Wilmington,65.14285714285714
400911088,Rice,66.36123348017621
400911088,Oklahoma State,68.96296296296296
400912310,Stanford,66.82170542635659
400912310,Purdue,68.28215767634855
400927008,George Washington,66.51776649746193
400927008,Florida Gulf Coast,68.01716738197425
400911086,TCU,73.92307692307693
400911086,Notre Dame,69.82101167315176
400926981,SMU,69.76
400926981,Colorado,70.78341013824885
400914050,East Tennessee State,68.36
400914050,Northern Kentucky,64.18957345971565
400913715,Lamar,71.90476190476191
400913715,Canisius,65.7910447761194
400912760,Air Force,69.79166666666667
400912760,Fairleigh Dickinson,68.91428571428571
400912001,LSU,66.79425837320574
400912001,NC State,67.61904761904762
400926968,Florida A&M,71.08457711442786
400926968,Jacksonville State,69.76623376623377
400920905,Army,68.13793103448276
400920905,Dartmouth,65.25252525252525
400917264,Nicholls,71.69565217391305
400917264,North Florida,68.25730994152048
400917263,Savannah State,65.91387559808612
400917263,Kennesaw State,67.52331606217616
400914490,Chicago State,66.4041450777202
400914490,Morehead State,75.56521739130434
400912917,St. Bonaventure,66.21739130434783
400912917,Austin Peay,71.50561797752809
400912905,Miami (OH),70.08333333333334
400912905,La Salle,67.74384236453203
400912761,San Diego State,67.70149253731344
400912761,UT Arlington,70.84
400926963,Western Kentucky,65.23076923076923
400926963,Kent State,73.38613861386139
400920116,Coastal Carolina,70.36363636363636
400920116,Purdue Fort Wayne,65.125
400912289,Northeastern,65.7029702970297
400912289,Wichita State,69.65384615384616
400911454,Detroit Mercy,72.29629629629629
400911454,CSU Northridge,69.05069124423963
400911452,San José State,71.85388127853881
400911452,Hawai'i,65.45812807881774
400911451,Duke,68.64285714285714
400911451,Long Beach State,67.22746781115879
400913402,Montana State,72.65753424657534
400913402,Pacific,71.36633663366337
400912288,Iowa,72.35242290748899
400912288,James Madison,69.1358024691358
400912260,Nebraska,72.11881188118812
400912260,Washington State,72.8062015503876
400911664,Tulsa,70.48847926267281
400911664,New Mexico,72.67999999999999
400911453,Mississippi State,68.3943661971831
400911453,Oregon,68
400911853,Florida,73.62962962962963
400911853,Northwestern,71.4074074074074
400911225,Delaware,64.55721393034825
400911225,Michigan State,71.61061946902655
400913139,Prairie View A&M,71.31100478468899
400913139,UT Rio Grande Valley,70.11999999999999
400912258,VCU,66.70833333333333
400912258,Villanova,62.791836734693874
400912247,Michigan,69.99227799227799
400912247,Winthrop,71.61538461538461
400911662,Mercer,65.6
400911662,Houston,72.73076923076923
400911450,UC Santa Barbara,65.5
400911450,San Diego,67.94258373205741
400911449,South Dakota,66.30845771144278
400911449,UC Riverside,68.070796460177
400926923,Minnesota,73.95215311004785
400926923,North Carolina,73.53846153846153
400911998,George Washington,66.77073170731707
400911998,Syracuse,73.17241379310344
400913616,Mississippi Valley State,72.90721649484536
400913616,Northwestern State,68.14507772020725
400911663,Memphis,66.78606965174129
400911663,Arkansas,68.3076923076923
400917262,NJIT,67.95833333333333
400917262,Vermont,65.96923076923078
400911292,Santa Clara,67.74384236453203
400911292,Marquette,71.931330472103
400912287,Toledo,73.33905579399142
400912287,UCLA,70.75862068965517
400911626,Saint Joseph's,65.26872246696036
400911626,BYU,68.61818181818182
400911291,St. John's,65.19999999999999
