game_id,team,pace
400547122,Rutgers,67.2
400547121,Harvard,69
400547121,Iona,66
400547117,High Point,72
400547117,Bowling Green,63
400547158,Evansville,78
400547158,Eastern Michigan,81.5
400547135,TCU,74
400547135,Colorado,71.66666666666667
400547134,Washington State,67
400547134,Montana,67
400547159,Purdue Fort Wayne,74
400547159,UIC,72.25
400547116,Green Bay,66
400547116,Minnesota,69
400547161,Fairfield,62.46153846153846
400547161,Bryant,62.400000000000006
400547160,Bucknell,65
400547160,Maine,66.5
400547155,Quinnipiac,71
400547155,Villanova,70
400547133,East Carolina,81
400547133,George Washington,75.33333333333333
400546821,Drake,66
400546821,Wichita State,63.5
400546814,Stetson,71.04
400546814,Florida Gulf Coast,64
400545814,St. Francis (PA),73
400545814,Robert Morris,67.5
400546816,Northwestern State,63
400546816,Stephen F. Austin,68.2
400546619,Wright State,81
400546619,Green Bay,70.5
400546815,Delaware,68.5
400546815,James Madison,72.33333333333333
400546614,Fresno State,75
400546614,Colorado State,73.5
400546605,Western Kentucky,67
400546605,Arkansas State,70
400546595,Southern Miss,70.76923076923077
400546595,Middle Tennessee,66.5
400544889,Holy Cross,68
400544889,Army,66.5
400546627,Illinois State,59
400546627,Wichita State,62
400546620,Montana,65.33333333333333
400546620,North Dakota,65.5
400546607,Seattle U,73
400546607,Idaho,68
400546606,Cal Poly,69.5
400546606,CSU Northridge,68
400546596,McNeese,69
400546596,Stephen F. Austin,68
400545211,South Carolina Upstate,81
400545211,Stetson,73.6969696969697
400546599,Coppin State,71
400546599,Hampton,77
400546604,Drake,68
400546604,Indiana State,69.5
400546615,Charleston,80.5
400546615,Delaware,72.33333333333333
400546617,Prairie View A&M,70
400546617,Texas Southern,73
400546598,Ball State,69.5
400546598,Akron,69
400546594,Northwestern State,62.333333333333336
400546594,Lamar,66.5
400545210,Mercer,63
400545210,Florida Gulf Coast,64.3076923076923
400546597,Drexel,60
400546597,James Madison,69.25
400544468,Illinois State,61
400544468,Northern Iowa,62
400546404,Montana,67.5
400546404,Southern Utah,72.33333333333333
400545915,UIC,70.4
400545915,Green Bay,67.66666666666667
400544208,Towson,72
400544208,Charleston,78.60000000000001
400546400,Missouri State,73
400546400,Wichita State,64.75
400546374,Prairie View A&M,70
400546374,Southern,67
400545442,Nevada,71
400545442,Fresno State,73.33333333333333
400546251,Idaho State,70
400546251,North Dakota,68
400545914,Youngstown State,87
400545914,Wright State,83
400546229,Seattle U,76
400546229,CSU Bakersfield,75.5
400546055,Hawai'i,69
400546055,Cal Poly,68.33333333333333
400544207,Northeastern,61
400544207,Delaware,69.5
400544467,Drake,69.66666666666667
400544467,Evansville,75.5
400546014,Little Rock,68
400546014,Western Kentucky,67.33333333333333
400546230,UC Irvine,72
400546230,CSU Northridge,68.66666666666666
400545527,New Mexico State,70
400545527,Idaho,67
400545195,Wyoming,69.0909090909091
400545195,Colorado State,70.81481481481481
400546244,Akron,70.66666666666666
400546244,Central Michigan,71.5
400546243,McNeese,67.66666666666667
400546243,Central Arkansas,67
400546240,Coppin State,69
400546240,North Carolina A&T,64
400544206,Hofstra,61
400544206,Drexel,60
400546411,UTEP,70
400546411,Southern Miss,71.05882352941177
400546300,Loyola Chicago,71
400546300,Indiana State,70
400546237,Jackson State,78.22222222222221
400546237,Texas Southern,74.88000000000001
400545654,Texas State,67
400545654,Arkansas State,70.66666666666666
400546238,Ball State,67.66666666666667
400546238,Bowling Green,63
400546401,UNC Wilmington,62
400546401,James Madison,67.6
400546245,Savannah State,73
400546245,Hampton,76
400546239,Nicholls,63
400546239,Northwestern State,63
400546250,Florida International,66
400546250,Middle Tennessee,65
400545994,Old Dominion,68.66666666666666
400545994,Southern Miss,71.04761904761904
400544356,Idaho State,64.47058823529412
400544356,Eastern Washington,65.77777777777777
400544466,Southern Illinois,66
400544466,Missouri State,69
400545834,Louisiana Tech,77
400545834,UTEP,70.75
400544316,Alabama State,75
400544316,Prairie View A&M,71
400544355,Montana State,75
400544355,Montana,69
400544465,Bradley,77
400544465,Loyola Chicago,75
400545674,Florida International,66.5
400545674,Tulane,70
400544354,Sacramento State,70
400544354,Southern Utah,71
400545614,Toledo,73
400545614,Akron,71.5
400544874,Savannah State,77
400544874,Florida A&M,80
400544220,McNeese,66.25
400544220,Texas A&M-CC,63
400544205,UNC Wilmington,64.5
400544205,William & Mary,68
400545554,UAB,62
400545554,Middle Tennessee,64
400545534,Ball State,67.25
400545534,Buffalo,69
400544876,Maryland-Eastern Shore,77
400544876,Coppin State,71
400544219,Oral Roberts,60
400544219,Nicholls,61.5
400544315,Mississippi Valley State,86
400544315,Jackson State,80.94117647058823
400545257,UC Davis,64.88888888888889
400545257,UC Irvine,68.70588235294117
400544231,Utah Valley,64
400544231,CSU Bakersfield,71.36
400545258,UTSA,69
400545258,Old Dominion,69.25
400544224,Troy,71
400544224,Little Rock,68
400545441,Long Beach State,63
400545441,Hawai'i,67.33333333333333
400544230,Kansas City,70
400544230,Seattle U,74.33333333333334
400544888,Valparaiso,64
400544888,Green Bay,67.25
400544214,Cleveland State,69
400544214,UIC,70.66666666666666
400544614,St. Francis (PA),71.5
400544614,Mount St. Mary's,71
400545240,Louisiana Tech,71
400545240,Charlotte,68
400544594,Bryant,64.44444444444444
400544594,Robert Morris,67.66666666666667
400544223,Louisiana,60
400544223,Western Kentucky,65.75
400544216,Milwaukee,74
400544216,Wright State,81.25
400544215,Oakland,74
400544215,Youngstown State,80
400545214,Alabama A&M,81
400545214,Southern,73.5
400544229,New Mexico State,73.5
400544229,UT Rio Grande Valley,77
400545174,Florida International,69.66666666666667
400545174,East Carolina,78.5
400544222,Georgia State,66
400544222,Texas State,67
400544228,Chicago State,69
400544228,Idaho,67.5
400545154,Bethune-Cookman,75
400545154,North Carolina A&T,68
400544887,Western Michigan,72
400544887,Toledo,72.5
400545114,Marshall,70
400545114,UAB,65
400544221,UL Monroe,70
400544221,Arkansas State,70.25
400545094,Howard,74
400545094,Hampton,75.25
400544886,Northern Illinois,60
400544886,Ball State,65.6
400545095,Grambling,79
400545095,Texas Southern,75.87878787878788
400545014,San Diego State,64
400545014,Nevada,67
400544181,CSU Fullerton,72
400544181,Long Beach State,67.5
400544212,UTSA,72
400544212,Tulsa,77
400544890,St. John's,69.33333333333334
400544890,DePaul,72.5
400544914,UNLV,78
400544914,Fresno State,74.25
400544180,UC Santa Barbara,68
400544180,UC Davis,66.82352941176471
400544211,Louisiana Tech,71
400544211,North Texas,71
400543822,Kennesaw State,68
400543822,Stetson,72.58536585365854
400543821,East Tennessee State,74
400543821,South Carolina Upstate,79
400543820,Mercer,63.5
400543820,Jacksonville,63
400543819,Lipscomb,77
400543819,Florida Gulf Coast,67.05882352941177
400544275,Alabama A&M,78
400544275,Alcorn State,77
400544195,Wyoming,70.73684210526315
400544195,Boise State,71
400544879,BYU,68.75
400544879,Gonzaga,71.5
400544210,Florida International,69
400544210,Rice,71
400544878,Utah State,66
400544878,Colorado State,69.48571428571428
400544877,Denver,69
400544877,South Dakota,67
400544200,South Carolina State,61
400544200,Bethune-Cookman,65.5
400544209,Marshall,74
400544209,Florida Atlantic,80
400544274,Arkansas-Pine Bluff,72.88888888888889
400544274,Grambling,76.23529411764706
400544196,North Carolina Central,68
400544196,Howard,70.5
400544194,Air Force,60
400544194,San Diego State,62
400544574,West Virginia,71
400544574,Baylor,71.8
400544193,San José State,83
400544193,UNLV,82
400544474,Louisville,74.2
400544474,UConn,67.57142857142857
400544213,Valparaiso,70
400544213,Detroit Mercy,78
400544204,Ohio,60
400544204,Toledo,69
400544203,Miami (OH),72
400544203,Western Michigan,71.5
400544201,Kent State,62
400544201,Ball State,65
400542794,American University,63
400542794,Army,64
400542774,Holy Cross,65
400542774,Navy,60.5
400544678,Marquette,71
400544678,DePaul,74.4
400543334,Pacific,81
400543334,BYU,70.19999999999999
400544434,Davidson,64
400544434,Chattanooga,62.5
400544202,Northern Illinois,64
400544202,Eastern Michigan,75.19999999999999
400544192,New Mexico,70
400544192,Utah State,68.5
400544494,Creighton,62.15384615384615
400544494,St. John's,65.88235294117646
400544394,Stony Brook,68
400544394,Albany,70
400544199,Maryland-Eastern Shore,74
400544199,Norfolk State,75
400544514,Denver,66.3529411764706
400544514,IUPUI,71.68
400543676,Saint Mary's,69.33333333333334
400543676,Gonzaga,70.66666666666666
400544414,Quinnipiac,70
400544414,Marist,71.5
400544197,Morgan State,73
400544197,Savannah State,78
400544374,South Dakota,67.66666666666667
400544374,South Dakota State,68.83333333333334
400544198,Delaware State,74
400544198,Florida A&M,79.5
400541716,Marquette,69
400541716,Villanova,67.66666666666667
400544182,USC,69
400544182,Oregon State,64.66666666666667
400543817,Duke,68.33333333333333
400543817,Notre Dame,72
400543816,Georgetown,76
400543816,DePaul,74.16666666666667
400541537,St. Francis (BKN),73
400541537,Bryant,66.46153846153847
400544168,Texas,68
400544168,West Virginia,69.75
400543823,Winthrop,71
400543823,High Point,73
400543739,Kentucky,76.5
400543739,Tennessee,69.5
400541717,Butler,71
400541717,Creighton,62.588235294117645
400541200,Denver,66.24
400541200,Purdue Fort Wayne,71
400543818,South Florida,69.16666666666667
400543818,Louisville,72.5
400543738,Oklahoma State,71.75757575757575
400543738,Baylor,71.16666666666666
400541536,Sacred Heart,80
400541536,St. Francis (PA),75.07692307692308
400543815,Western Carolina,68
400543815,Davidson,66
400541535,Wagner,69
400541535,Mount St. Mary's,69
400541534,LIU Brooklyn,65
400541534,Robert Morris,66.75
400543594,Rider,66
400543594,Marist,70
400543274,New Hampshire,66
400543274,Stony Brook,67
400543737,Rutgers,67.3103448275862
400543737,UConn,67.625
400543788,Iowa,71.66666666666667
400543788,Nebraska,71.66666666666667
400543753,Seton Hall,68.94117647058823
400543753,St. John's,66.09523809523809
400541199,Western Illinois,76
400541199,South Dakota,70
400543736,Elon,67
400543736,Chattanooga,63.666666666666664
400543734,Fordham,62
400543734,Dayton,70
400543554,Hartford,57
400543554,Albany,66
400543134,Quinnipiac,71
400543134,Iona,69.5
400543675,Washington State,69.5
400543675,Oregon State,65.75
400541696,Oklahoma,75.5
400541696,Texas,70
400543354,USC,69
400543354,Stanford,67
400542714,Winthrop,68
400542714,Liberty,63
400541532,Temple,69
400541532,South Florida,68.85714285714286
400543494,North Carolina,68.8
400543494,Duke,67.75
400541714,Xavier,58
400541714,Georgetown,67
400543614,TCU,67.5
400543614,West Virginia,68.2
400541197,Samford,64
400541197,Davidson,65.66666666666666
400543534,Nebraska,70.75
400543534,Michigan State,76
400543474,Houston,73
400543474,Louisville,72.57142857142857
400542354,Campbell,73
400542354,High Point,73.33333333333333
400543154,NC State,68.5
400543154,Notre Dame,71.375
400541715,Providence,82
400541715,Seton Hall,71.23809523809524
400543114,Western Carolina,69
400543114,Furman,71.5
400543254,Ohio State,65
400543254,Iowa,70
400541198,North Dakota State,69
400541198,IUPUI,71.51515151515152
400543517,Texas A&M,71.6
400543517,Tennessee,70.19999999999999
400543454,Kansas,71
400543454,Baylor,70.85714285714286
400543374,Cincinnati,65
400543374,UConn,67.33333333333333
400541196,Elon,67.5
400541196,Appalachian State,70
400543194,Belmont,63
400543194,UT Martin,64
400543414,Fordham,60.666666666666664
400543414,St. Bonaventure,66.66666666666667
400543234,Kentucky,74.4
400543234,South Carolina,66
400541694,Iowa State,71
400541694,Oklahoma State,71.02439024390245
400541531,SMU,70
400541531,Rutgers,66.54545454545455
400543054,Georgia Southern,64
400543054,Chattanooga,63.75
400543174,George Washington,73.75
400543174,Dayton,70.33333333333333
400542954,Utah,60
400542954,Oregon State,65
400541185,San Diego,68.5
400541185,Saint Mary's,67.5
400541677,Texas Tech,59
400541677,TCU,65.33333333333333
400542334,Rider,62.5
400542334,Fairfield,61.17647058823529
400542754,Minnesota,68.25
400542754,Nebraska,70
400542854,Washington State,71.66666666666667
400542854,California,70.33333333333333
400542534,San Francisco,67
400542534,Gonzaga,69.25
400542734,Auburn,73.25
400542734,Texas A&M,71.5
400542814,North Carolina,69.33333333333334
400542814,Maryland,73.16666666666666
400540997,Hartford,57.88235294117647
400540997,Maine,64
400541423,Houston,72.5
400541423,Memphis,74
400542674,Duquesne,67.33333333333333
400542674,Fordham,60.75
400542254,Siena,66
400542254,Marist,69.25
400541676,Kansas State,64.88888888888889
400541676,Kansas,68.23529411764706
400542614,Michigan,63.25
400542614,Michigan State,72.25
400542574,LSU,75.75
400542574,Tennessee,71
400542594,Georgia Tech,75.5
400542594,Duke,67.2
400541422,UCF,65
400541422,Cincinnati,63.5
400540996,Binghamton,73
400540996,Albany,67.25
400542514,USC,67.5
400542514,Arizona State,66.66666666666667
400542474,Pepperdine,73
400542474,BYU,71
400542554,La Salle,60
400542554,St. Bonaventure,64.75
400542454,Colorado,71.5
400542454,Stanford,67.71428571428571
400542414,Jacksonville State,59
400542414,Belmont,61.66666666666667
400541184,Portland,75
400541184,Pacific,79.33333333333334
400542374,Florida State,68.33333333333333
400542374,Notre Dame,71
400542434,Iowa,71.39999999999999
400542434,Purdue,74.66666666666667
400542375,Florida,74.33333333333334
400542375,Kentucky,74
400542394,Saint Joseph's,63.36
400542394,George Washington,72.78048780487805
400541161,Canisius,73
400541161,Quinnipiac,71
400540995,Vermont,72
400540995,New Hampshire,69
400541195,UNC Greensboro,74
400541195,Western Carolina,70.66666666666666
400542314,Eastern Kentucky,73
400542314,UT Martin,66.66666666666667
400542294,Georgia,63
400542294,South Carolina,65.6
400542274,Ohio State,70
400542274,Penn State,70.75
400542255,Syracuse,66.33333333333334
400542255,NC State,67.33333333333333
400542295,VCU,76.5
400542295,Dayton,70.5
400542234,Monmouth,68
400542234,Iona,68.33333333333333
400540994,UMBC,66
400540994,Stony Brook,66.25
400541194,Wofford,76
400541194,Georgia Southern,68.5
400541173,Utah,65.5
400541173,Washington,76.2
400541172,Oregon,88.66666666666667
400541172,Washington State,76.75
400541181,Wisconsin,67.55555555555556
400541181,Minnesota,68.09756097560975
400542034,Ole Miss,65
400542034,Auburn,72
400541594,Coastal Carolina,78
400541594,Winthrop,70.5
400541894,Wake Forest,78
400541894,North Carolina,70.42857142857143
400541615,Boston University,61
400541615,Army,62.75
400541168,Rhode Island,69
400541168,Duquesne,68
400541614,Lehigh,64
400541614,Navy,61
400541056,Lafayette,54
400541056,American University,60.33333333333333
400541055,Holy Cross,67.66666666666667
400541055,Bucknell,70.5
400541180,Indiana,66.6
400541180,Michigan,64.2
400541834,Virginia,71
400541834,Georgia Tech,73.66666666666666
400541533,Presbyterian,59
400541533,Liberty,61.5
400541177,LSU,75.19999999999999
400541177,Alabama,74
400541171,Arizona,69
400541171,USC,67.8
400541183,Loyola Marymount,66
400541183,San Francisco,67
400541167,Saint Louis,69
400541167,La Salle,62
400541813,Jacksonville State,58.5
400541813,Tennessee Tech,58
400541182,Pepperdine,73
400541182,Santa Clara,75
400541170,Colorado,71
400541170,UCLA,70
400541934,George Mason,67
400541934,Saint Joseph's,64.24242424242424
400541914,Mississippi State,71.42857142857143
400541914,Florida,73.25
400541179,Illinois,73
400541179,Iowa,71.66666666666667
400541157,Florida State,68.60606060606061
400541157,Miami,75.29411764705883
400541009,Gardner-Webb,61
400541009,Campbell,67.5
400541160,Saint Peter's,63
400541160,Rider,63.666666666666664
400541530,UNC Asheville,85
400541530,High Point,75.25
400541178,Northwestern,73.75
400541178,Ohio State,71.33333333333334
400541176,Georgia,62.333333333333336
400541176,Vanderbilt,59
400541166,Richmond,66
400541166,VCU,72
400541159,Siena,67
400541159,Manhattan,69
400541809,Clemson,61
400541809,Syracuse,65
400541158,Monmouth,67
400541158,Niagara,67
400541175,Ole Miss,65.5
400541175,Arkansas,68
400512257,Middle Tennessee,62.599999999999994
400512257,Tulane,66.66666666666667
400541156,Pittsburgh,66
400541156,Wake Forest,72.5
400541174,Mississippi State,70.88
400541174,Missouri,64.5
400541155,Boston College,67
400541155,Virginia,69.5
400541035,SIU Edwardsville,63
400541035,Jacksonville State,59.66666666666667
400541154,Clemson,64.5
400541154,Virginia Tech,70
400541034,Eastern Illinois,67
400541034,Eastern Kentucky,72
400509562,Georgetown,69.66666666666667
400509562,DePaul,74.28571428571429
400503834,Baylor,70.25
400503834,Iowa State,68.66666666666666
400503833,Kansas,68.8
400503833,West Virginia,68.33333333333333
400541054,Loyola (MD),61
400541054,Boston University,61
400541033,Colgate,76
400541033,Lehigh,69.5
400541008,Charleston Southern,76
400541008,Coastal Carolina,77
400541007,Longwood,57
400541007,Presbyterian,59
400541006,Radford,62
400541006,UNC Asheville,74
400503830,Oklahoma State,70.6938775510204
400503830,Texas,69.80000000000001
400503831,TCU,62.75
400503831,Kansas State,60.705882352941174
400511419,South Florida,68.5
400511419,Rutgers,66.48648648648648
400511035,UConn,67.1
400511035,Louisville,71.75
400503832,Texas Tech,62
400503832,Oklahoma,72.66666666666667
400510531,Indiana,67
400510531,Michigan State,72
400508524,Vanderbilt,62.666666666666664
400508524,Kentucky,73.57142857142857
400509901,Arizona State,65.75
400509901,Oregon State,64.83333333333333
400509933,Iowa,70.71428571428571
400509933,Illinois,69
400509900,UCLA,66.5
400509900,Utah,65.33333333333333
400509899,Arizona,74
400509899,Oregon,86.75
400508525,Auburn,71.0204081632653
400508525,Ole Miss,65.92
400508522,Missouri,66.66666666666667
400508522,Arkansas,69
400508902,Notre Dame,70.5
400508902,NC State,67.5
400508523,South Carolina,67
400508523,Tennessee,71.28571428571429
400503829,West Virginia,68.71428571428571
400503829,Baylor,70
400508903,Virginia Tech,66.5
400508903,Maryland,72
400520734,Nebraska,70.16666666666667
400520734,Purdue,73.75
400510615,Northwestern,73.17073170731707
400510615,Wisconsin,69.33333333333334
400510603,Ohio State,70.25
400510603,Minnesota,67.59183673469389
400509898,USC,69
400509898,Colorado,72
400508901,Boston College,70.5
400508901,Georgia Tech,73.5
400508900,Syracuse,65.4
400508900,Wake Forest,72
400508521,LSU,75.5
400508521,Alabama,75.5
400508898,Duke,66.83333333333334
400508898,North Carolina,70.125
400508520,Texas A&M,72
400508520,Florida,73.8
400514969,Mississippi State,70.62068965517241
400514969,Georgia,64
400508899,Pittsburgh,66.5
400508899,Miami,72.64
400508897,Virginia,70.66666666666666
400508897,Florida State,69.65853658536585
400509897,Washington State,77.4
400509897,Stanford,69.5
400509896,Washington,75.5
400509896,California,71
400503826,Oklahoma,74
400503826,TCU,65.4
400503825,Iowa State,69.25
400503825,Kansas,69.33333333333334
400511198,Pacific,78
400511198,Gonzaga,70.19999999999999
400511034,Rutgers,66.73170731707317
400511034,UConn,67.18181818181817
400512248,UAB,62.333333333333336
400512248,Middle Tennessee,61.833333333333336
400510566,Michigan,64.66666666666667
400510566,Penn State,69.4
400503827,Kansas State,62.400000000000006
400503827,Oklahoma State,70.03508771929825
400503828,Texas,68.5
400503828,Texas Tech,62.666666666666664
400510932,Louisville,71.33333333333334
400510932,Cincinnati,64.66666666666667
400509895,Arizona State,69.80000000000001
400509895,Oregon,86.6
400509894,Arizona,69
400509894,Oregon State,64
400509893,UCLA,65.33333333333333
400509893,Colorado,70.71428571428571
400509892,Washington,75.14285714285714
400509892,Stanford,69.88888888888889
400508517,Tennessee,71.5
400508517,LSU,75.14285714285714
400509890,Washington State,77.06122448979592
400509890,California,72.19512195121952
400510591,Michigan State,72.16666666666667
400510591,Northwestern,72.65306122448979
400511197,Saint Mary's,66.6
400511197,Gonzaga,69.33333333333334
400509891,USC,69.42857142857143
400509891,Utah,67.5
400508515,Kentucky,73.23076923076923
400508515,Mississippi State,70.56716417910448
400509932,Illinois,68
400509932,Nebraska,69.71428571428572
400508518,Arkansas,67
400508518,Texas A&M,71
400510530,Indiana,68.42857142857143
400510530,Minnesota,68.7719298245614
400508519,Ole Miss,66.9090909090909
400508519,Missouri,67.75
400508516,Florida,73.5
400508516,Vanderbilt,64
400508893,North Carolina,71.77777777777779
400508893,Notre Dame,71.9090909090909
400508514,Georgia,64.80000000000001
400508514,South Carolina,67.14285714285714
400508895,Maryland,71.25
400508895,Boston College,68.66666666666666
400508894,NC State,67.4
400508894,Pittsburgh,66.66666666666667
400510548,Ohio State,70.6
400510548,Iowa,70.875
400508896,Clemson,64.33333333333334
400508896,Virginia Tech,64.33333333333334
400508892,Miami,71.75757575757575
400508892,Virginia,70
400508891,Georgia Tech,74.2
400508891,Florida State,70.85714285714286
400508513,Alabama,71.6923076923077
400508513,Auburn,70.23728813559322
400508890,Wake Forest,69.5
400508890,Duke,66
400503822,Iowa State,69
400503822,Oklahoma State,69.9076923076923
400503823,Kansas State,63.75757575757576
400503823,Kansas,68.8780487804878
400511427,Temple,69.5
400511427,Rutgers,67.11111111111111
400503824,Texas Tech,64
400503824,West Virginia,68.625
400512238,Middle Tennessee,63.285714285714285
400512238,East Carolina,76.66666666666667
400503821,TCU,65.16666666666667
400503821,Texas,67.71428571428571
400511013,UConn,67.25
400511013,SMU,69.5
400503820,Oklahoma,76.2
400503820,Baylor,71.2
400511020,Penn State,69.33333333333334
400511020,Nebraska,70
400510590,Minnesota,69.04615384615384
400510590,Michigan State,72.14285714285714
400509887,Stanford,69.9
400509887,UCLA,66.75
400509889,Oregon State,64.5
