id,tournament_id
400504996,NA
400504995,NA
400503718,NA
400503713,NA
400512279,NA
400505320,NA
400512470,NA
400509459,NA
400508746,NA
400511737,NA
400510751,NA
400509605,NA
400509608,NA
400521955,NA
400508378,NA
400505842,NA
400504791,NA
400504789,NA
400508745,NA
400504787,NA
400508744,NA
400510649,NA
400521954,NA
400507467,NA
400511246,NA
400511203,NA
400510134,NA
400509607,NA
400509606,NA
400507835,NA
400505841,NA
400503711,NA
400509095,NA
400504790,NA
400509777,NA
400511535,NA
400509778,NA
400511534,NA
400511274,NA
400511078,NA
400510308,NA
400507465,NA
400505319,NA
400505183,NA
400504788,NA
400508377,NA
400515239,NA
400512497,NA
400510750,NA
400509302,NA
400509094,NA
400508743,NA
400509604,NA
400508742,NA
400510133,NA
400509301,NA
400503712,NA
400509455,NA
400509454,NA
400512503,NA
400509776,NA
400505840,NA
400505839,NA
400509453,NA
400507834,NA
400512100,NA
400511435,NA
400510132,NA
400510749,NA
400505181,NA
400505318,NA
400504786,NA
400503835,NA
400520994,NA
400505182,NA
400511707,NA
400504785,NA
400508376,NA
400504994,NA
400507832,NA
400507833,NA
400507831,NA
400505180,NA
400507462,NA
400505179,NA
400510552,NA
400510516,NA
400510307,NA
400510131,NA
400509300,NA
400509299,NA
400509093,NA
400508741,NA
400507463,NA
400505178,NA
400509603,NA
400505838,NA
400511182,NA
400508375,NA
400507461,NA
400505177,NA
400504784,NA
400504783,NA
400511300,NA
400511077,NA
400509452,NA
400509297,NA
400509227,NA
400509298,NA
400507830,NA
400509451,NA
400505176,NA
400508740,NA
400512126,NA
400510648,NA
400510306,NA
400510130,NA
400512263,NA
400510129,NA
400511076,NA
400512125,NA
400511283,NA
400511245,NA
400507829,NA
400507458,NA
400520975,NA
400503708,NA
400521155,NA
400511533,NA
400503706,NA
400509602,NA
400508373,NA
400508372,NA
400507460,NA
400507459,NA
400505317,NA
400505174,NA
400503707,NA
400510914,NA
400504782,NA
400509450,NA
400508374,NA
400505175,NA
400521154,NA
400520974,NA
400511787,NA
400511702,NA
400510128,NA
400509296,NA
400509295,NA
400508739,NA
400504993,NA
400504781,NA
400520815,NA
400503709,NA
400508738,NA
400504992,NA
400510621,NA
400510895,NA
400520921,NA
400507826,NA
400508371,NA
400520920,NA
400509772,NA
400509448,NA
400508370,NA
400507457,NA
400505837,NA
400505315,NA
400511375,NA
400509775,NA
400512124,NA
400505173,NA
400504990,NA
400504776,NA
400511402,NA
400504780,NA
400510936,NA
400504778,NA
400509774,NA
400511391,NA
400510647,NA
400509601,NA
400509600,NA
400509092,NA
400515095,NA
400510126,NA
400508737,NA
400512403,NA
400512262,NA
400511434,NA
400510305,NA
400510127,NA
400510125,NA
400507827,NA
400505172,NA
400505171,NA
400509447,NA
400509599,NA
400505316,NA
400504991,NA
400503704,NA
400507456,NA
400510645,NA
400504779,NA
400512512,NA
400512491,NA
400512320,NA
400511454,NA
400511075,NA
400511074,NA
400510997,NA
400510304,NA
400510303,NA
400510302,NA
400510124,NA
400509449,NA
400509294,NA
400509293,NA
400509292,NA
400509291,NA
400509226,NA
400509091,NA
400508735,NA
400507823,NA
400504989,NA
400504777,NA
400503705,NA
400510854,NA
400509773,NA
400511453,NA
400510123,NA
400508369,NA
400505836,NA
400505170,NA
400512123,NA
400508736,NA
400511773,NA
400510748,NA
400508734,NA
400507825,NA
400511455,NA
400511273,NA
400509771,NA
400505835,NA
400507824,NA
400509598,NA
400505834,NA
400505169,NA
400503703,NA
400515836,NA
400515094,NA
400510301,NA
400510122,NA
400509090,NA
400508368,NA
400504774,NA
400504775,NA
400510747,NA
400510300,NA
400507828,NA
400511532,NA
400509597,NA
400505833,NA
400511202,NA
400508732,NA
400505314,NA
400505313,NA
400510983,NA
400509770,NA
400508729,NA
400507455,NA
400507454,NA
400505168,NA
400504772,NA
400508728,NA
400507822,NA
400505312,NA
400505832,NA
400508730,NA
400512417,NA
400511714,NA
400511452,NA
400511073,NA
400509446,NA
400509225,NA
400508733,NA
400508731,NA
400504773,NA
400508727,NA
400512402,NA
400509089,NA
400504988,NA
400505831,NA
400505830,NA
400509768,NA
400507821,NA
400505166,NA
400510973,NA
400503697,NA
400509769,NA
400508367,NA
400508366,NA
400507453,NA
400507452,NA
400505311,NA
400504771,NA
400503702,NA
400503701,NA
400503700,NA
400503698,NA
400508724,NA
400503699,NA
400504770,NA
400504987,NA
400508722,NA
400511701,NA
400511451,NA
400511450,NA
400510746,NA
400510644,NA
400510299,NA
400510121,NA
400510120,NA
400510119,NA
400510118,NA
400509290,NA
400509289,NA
400509288,NA
400509287,NA
400509286,NA
400509088,NA
400508725,NA
400508723,NA
400508721,NA
400508720,NA
400507820,NA
400505167,NA
400504986,NA
400504769,NA
400504767,NA
400504766,NA
400508726,NA
400515251,NA
400510643,NA
400504768,NA
400512368,NA
400511422,NA
400512099,NA
400511299,NA
400510298,NA
400510117,NA
400509596,NA
400508365,NA
400505165,NA
400504765,NA
400509285,NA
400505829,NA
400505828,NA
400511022,NA
400507818,NA
400503695,NA
400508364,NA
400509445,NA
400507819,NA
400504984,NA
400505310,NA
400510297,NA
400510296,NA
400510295,NA
400510116,NA
400510115,NA
400509087,NA
400509086,NA
400508363,NA
400504985,NA
400504764,NA
400504763,NA
400503696,NA
400507451,NA
400507450,NA
400510961,NA
400512122,NA
400505309,NA
400510294,NA
400507449,NA
400505164,NA
400508362,NA
400520230,NA
400512261,NA
400511072,NA
400511071,NA
400509085,NA
400509084,NA
400507448,NA
400505308,NA
400504983,NA
400505827,NA
400520222,NA
400510620,NA
400520224,NA
400511531,NA
400509595,NA
400505162,NA
400504982,NA
400505163,NA
400510745,NA
400520221,NA
400509594,NA
400503694,NA
400520080,NA
400509444,NA
400520132,NA
400510935,NA
400509767,NA
400507817,NA
400504762,NA
400520223,NA
400518054,NA
400511713,NA
400510293,NA
400505307,NA
400508719,NA
400510114,NA
400510113,NA
400510112,NA
400509443,NA
400509284,NA
400509083,NA
400508718,NA
400508717,NA
400507447,NA
400504981,NA
400504980,NA
400508361,NA
400503693,NA
400520131,NA
400511706,NA
400510292,NA
400509283,NA
400520079,NA
400515254,NA
400510111,NA
400520220,NA
400510291,NA
400520219,NA
400520181,NA
400505306,NA
400503691,NA
400520179,NA
400520117,NA
400505819,NA
400520126,NA
400520174,NA
400520153,NA
400512506,NA
400510982,NA
400520180,NA
400520156,NA
400510536,NA
400508360,NA
400520178,NA
400509442,NA
400505818,NA
400504761,NA
400520122,NA
400520118,NA
400505824,NA
400520175,NA
400520152,NA
400520125,NA
400510913,NA
400509766,NA
400520155,NA
400520128,NA
400510110,NA
400508716,NA
400503690,NA
400520124,NA
400509441,NA
400505160,NA
400510109,NA
400520121,NA
400519580,NA
400512558,NA
400511220,NA
400510594,NA
400507816,NA
400505823,NA
400505822,NA
400505159,NA
400504757,NA
400503692,NA
400520078,NA
400504760,NA
400520127,NA
400511676,NA
400511530,NA
400509765,NA
400507814,NA
400507445,NA
400503689,NA
400508714,NA
400511037,NA
400510744,NA
400509282,NA
400520082,NA
400520123,NA
400519579,NA
400512319,NA
400511432,NA
400509593,NA
400508359,NA
400507815,NA
400505161,NA
400504758,NA
400520154,NA
400520120,NA
400520084,NA
400520116,NA
400520077,NA
400512442,NA
400511421,NA
400511070,NA
400510642,NA
400509082,NA
400509081,NA
400507444,NA
400504979,NA
400520076,NA
400514974,NA
400509440,NA
400508715,NA
400520081,NA
400511449,NA
400509764,NA
400508713,NA
400507446,NA
400507443,NA
400507442,NA
400504759,NA
400520133,NA
400520119,NA
400520115,NA
400520083,NA
400509224,NA
400520075,NA
400508706,NA
400503688,NA
400505821,NA
400511244,NA
400507812,NA
400505826,NA
400505820,NA
400509763,NA
400511067,NA
400509281,NA
400505305,NA
400511068,NA
400504756,NA
400508705,NA
400519983,NA
400514668,NA
400511529,NA
400509439,NA
400509438,NA
400507810,NA
400505825,NA
400505304,NA
400510593,NA
400507438,NA
400504977,NA
400512121,NA
400511069,NA
400507811,NA
400504976,NA
400504975,NA
400504752,NA
400508711,NA
400503687,NA
400512075,NA
400511201,NA
400510743,NA
400510108,NA
400507813,NA
400507439,NA
400519982,NA
400509592,NA
400504753,NA
400509280,NA
400508357,NA
400508354,NA
400505157,NA
400508355,NA
400509437,NA
400508704,NA
400504755,NA
400509917,NA
400509080,NA
400505156,NA
400503686,NA
400508710,NA
400509762,NA
400509279,NA
400508356,NA
400512469,NA
400508353,NA
400507437,NA
400505302,NA
400512093,NA
400511736,NA
400505158,NA
400509278,NA
400509079,NA
400507440,NA
400507436,NA
400504754,NA
400504978,NA
400508709,NA
400508707,NA
400508352,NA
400511772,NA
400508708,NA
400507809,NA
400505303,NA
400510641,NA
400507441,NA
400503685,NA
400510535,NA
400503682,NA
400503684,NA
400508351,NA
400508703,NA
400518314,NA
400503683,NA
400508702,NA
400503681,NA
400508350,NA
400508701,NA
400509761,NA
400519837,NA
400509591,NA
400507434,NA
400510996,NA
400509276,NA
400507435,NA
400505154,NA
400510107,NA
400503680,NA
400510290,NA
400510289,NA
400510106,NA
400509277,NA
400508699,NA
400519836,NA
400504973,NA
400510640,NA
400508700,NA
400507808,NA
400512865,NA
400507433,NA
400504751,NA
400505300,NA
400505301,NA
400504750,NA
400519345,NA
400509590,NA
400507432,NA
400505816,NA
400511528,NA
400509760,NA
400507805,NA
400505153,NA
400510992,NA
400509589,NA
400507807,NA
400507806,NA
400507431,NA
400507430,NA
400505299,NA
400504749,NA
400509759,NA
400505815,NA
400503679,NA
400508697,NA
400503678,NA
400510579,NA
400508348,NA
400512353,NA
400511700,NA
400511066,NA
400510288,NA
400510105,NA
400510104,NA
400510103,NA
400509588,NA
400509275,NA
400509274,NA
400509223,NA
400509078,NA
400509077,NA
400509076,NA
400508698,NA
400508349,NA
400508347,NA
400505152,NA
400504748,NA
400504747,NA
400508346,NA
400504746,NA
400512482,NA
400510639,NA
400508696,NA
400507804,NA
400511448,NA
400509758,NA
400509273,NA
400509075,NA
400510287,NA
400505298,NA
400508695,NA
400509757,NA
400511527,NA
400507428,NA
400508345,NA
400510742,NA
400508344,NA
400510875,NA
400508694,NA
400510515,NA
400510286,NA
400510102,NA
400509272,NA
400509271,NA
400509074,NA
400509073,NA
400508693,NA
400507427,NA
400504972,NA
400504744,NA
400509072,NA
400504745,NA
400507803,NA
400509756,NA
400512120,NA
400510999,NA
400508341,NA
400508688,NA
400503676,NA
400507426,NA
400505150,NA
400504743,NA
400503677,NA
400510619,NA
400503675,NA
400510740,NA
400512119,NA
400510101,NA
400508343,NA
400508342,NA
400505296,NA
400505151,NA
400504742,NA
400504741,NA
400508340,NA
400508692,NA
400508691,NA
400508339,NA
400512511,NA
400512505,NA
400512092,NA
400511447,NA
400510972,NA
400510741,NA
400510285,NA
400510284,NA
400510100,NA
400509435,NA
400509270,NA
400509071,NA
400508690,NA
400508687,NA
400508338,NA
400505297,NA
400504971,NA
400504740,NA
400504970,NA
400510283,NA
400508689,NA
400504969,NA
400510282,NA
400507425,NA
400505814,NA
400508683,NA
400515034,NA
400511233,NA
400509754,NA
400507424,NA
400504968,NA
400504967,NA
400504739,NA
400504735,NA
400510578,NA
400509433,NA
400519015,NA
400511431,NA
400509587,NA
400508686,NA
400507802,NA
400507423,NA
400505813,NA
400505812,NA
400503674,NA
400512278,NA
400511263,NA
400509434,NA
400505149,NA
400505295,NA
400519014,NA
400510099,NA
400505810,NA
400510281,NA
400510097,NA
400508337,NA
400511771,NA
400510098,NA
400505811,NA
400504738,NA
400504737,NA
400508685,NA
400509755,NA
400507422,NA
400505146,NA
400503673,NA
400511272,NA
400504736,NA
400508336,NA
400512481,NA
400511065,NA
400510981,NA
400510894,NA
400510638,NA
400510280,NA
400510096,NA
400510095,NA
400509432,NA
400509431,NA
400509430,NA
400509269,NA
400509268,NA
400509267,NA
400509222,NA
400509070,NA
400509069,NA
400507464,NA
400505148,NA
400503672,NA
400509266,NA
400511712,NA
400510094,NA
400510093,NA
400509068,NA
400508684,NA
400507421,NA
400509067,NA
400507801,NA
400505147,NA
400511735,NA
400507800,NA
400509753,NA
400509585,NA
400509586,NA
400510874,NA
400503670,NA
400503671,NA
400512118,NA
400510853,NA
400510618,NA
400507419,NA
400507418,NA
400505294,NA
400510092,NA
400512056,NA
400512401,NA
400511446,NA
400511064,NA
400510279,NA
400509265,NA
400508682,NA
400504966,NA
400512583,NA
400507420,NA
400504734,NA
400510278,NA
400510277,NA
400510276,NA
400507417,NA
400505809,NA
400505807,NA
400509752,NA
400507799,NA
400505808,NA
400505142,NA
400510739,NA
400505143,NA
400503668,NA
400510738,NA
400509429,NA
400508335,NA
400505293,NA
400505292,NA
400505145,NA
400505144,NA
400504733,NA
400504731,NA
400504730,NA
400504729,NA
400511374,NA
400504965,NA
400503669,NA
400512117,NA
400511699,NA
400511063,NA
400510091,NA
400509264,NA
400509066,NA
400508681,NA
400507798,NA
400504732,NA
400508334,NA
400508680,NA
400510637,NA
400509065,NA
400507416,NA
400508333,NA
400504728,NA
400507797,NA
400509750,NA
400511282,NA
400511271,NA
400507795,NA
400509584,NA
400511526,NA
400509583,NA
400509582,NA
400507415,NA
400507413,NA
400503667,NA
400508332,NA
400511036,NA
400510737,NA
400507796,NA
400507414,NA
400505141,NA
400505140,NA
400504727,NA
400504726,NA
400503666,NA
400503665,NA
400510606,NA
400504963,NA
400509751,NA
400510088,NA
400508331,NA
400510577,NA
400512055,NA
400511412,NA
400511298,NA
400511062,NA
400511061,NA
400510275,NA
400510090,NA
400510089,NA
400509428,NA
400509427,NA
400509263,NA
400509262,NA
400509221,NA
400509064,NA
400509063,NA
400508679,NA
400508678,NA
400505806,NA
400504962,NA
400507412,NA
400505291,NA
400512504,NA
400512496,NA
400512367,NA
400504964,NA
400509261,NA
400505139,NA
400512299,NA
400507793,NA
400509749,NA
400507792,NA
400503664,NA
400504723,NA
400517095,NA
400510852,NA
400510736,NA
400508330,NA
400508328,NA
400507794,NA
400507411,NA
400507410,NA
400507408,NA
400504725,NA
400508676,NA
400508329,NA
400511445,NA
400510735,NA
400510274,NA
400510273,NA
400510272,NA
400510087,NA
400510086,NA
400510085,NA
400509260,NA
400509062,NA
400508677,NA
400508675,NA
400508674,NA
400505805,NA
400504961,NA
400504960,NA
400504724,NA
400510893,NA
400509061,NA
400511060,NA
400509060,NA
400505804,NA
400511262,NA
400509581,NA
400503661,NA
400503662,NA
400505290,NA
400517354,NA
400510734,NA
400505138,NA
400503663,NA
400510551,NA
400509426,NA
400509425,NA
400509059,NA
400508673,NA
400507407,NA
400505137,NA
400504722,NA
400504721,NA
400504959,NA
400504958,NA
400509058,NA
400508672,NA
400503660,NA
400508327,NA
400508326,NA
400508668,NA
400510971,NA
400508670,NA
400505800,NA
400511675,NA
400510605,NA
400509580,NA
400505802,NA
400505801,NA
400505799,NA
400505289,NA
400503659,NA
400508321,NA
400517535,NA
400509057,NA
400507405,NA
400505288,NA
400509424,NA
400508324,NA
400511173,NA
400508325,NA
400507404,NA
400507403,NA
400505136,NA
400505135,NA
400505134,NA
400504957,NA
400504719,NA
400503658,NA
400508320,NA
400508323,NA
400512468,NA
400510576,NA
400508322,NA
400512116,NA
400512091,NA
400511755,NA
400511711,NA
400511219,NA
400510912,NA
400510636,NA
400510534,NA
400510270,NA
400510084,NA
400510083,NA
400509916,NA
400509423,NA
400509220,NA
400509056,NA
400508671,NA
400505133,NA
400504956,NA
400504718,NA
400512054,NA
400510271,NA
400510082,NA
400509579,NA
400508669,NA
400505803,NA
400510998,NA
400517621,NA
400510269,NA
400503655,NA
400517620,NA
400507402,NA
400505797,NA
400517619,NA
400510268,NA
400509055,NA
400509054,NA
400504717,NA
400504713,NA
400509259,NA
400508667,NA
400508319,NA
400504716,NA
400517618,NA
400517575,NA
400512115,NA
400510081,NA
400507789,NA
400505796,NA
400504715,NA
400503657,NA
400509578,NA
400503656,NA
400515480,NA
400511444,NA
400507406,NA
400505798,NA
400505131,NA
400509422,NA
400508666,NA
400512114,NA
400510550,NA
400510267,NA
400510266,NA
400509421,NA
400509258,NA
400509257,NA
400508664,NA
400508318,NA
400507791,NA
400507790,NA
400505287,NA
400505132,NA
400504955,NA
400503654,NA
400510080,NA
400509256,NA
400511443,NA
400509420,NA
400508665,NA
400505794,NA
400505286,NA
400503653,NA
400505793,NA
400505792,NA
400505791,NA
400509748,NA
400509577,NA
400516921,NA
400517574,NA
400516919,NA
400510079,NA
400509576,NA
400508663,NA
400508662,NA
400507401,NA
400505130,NA
400504712,NA
400504711,NA
400509745,NA
400505285,NA
400509746,NA
400512490,NA
400511754,NA
400511430,NA
400511390,NA
400511059,NA
400511058,NA
400510732,NA
400510264,NA
400509419,NA
400509418,NA
400509053,NA
400508661,NA
400516920,NA
400516918,NA
400510733,NA
400510635,NA
400510265,NA
400509052,NA
400512495,NA
400509747,NA
400509575,NA
400512870,NA
400504710,NA
400507400,NA
400505790,NA
400510970,NA
400503652,NA
400517000,NA
400508317,NA
400511172,NA
400509915,NA
400508316,NA
400507787,NA
400507399,NA
400507398,NA
400507397,NA
400507396,NA
400507395,NA
400507394,NA
400505284,NA
400505129,NA
400505128,NA
400504709,NA
400508315,NA
400517334,NA
400510261,NA
400504953,NA
400517355,NA
400512336,NA
400512260,NA
400511734,NA
400511710,NA
400510617,NA
400510263,NA
400510262,NA
400510078,NA
400509255,NA
400509254,NA
400509253,NA
400509051,NA
400508660,NA
400508659,NA
400508314,NA
400507788,NA
400505127,NA
400504952,NA
400504708,NA
400504954,NA
400507393,NA
400504951,NA
400509050,NA
400509417,NA
400504950,NA
400511200,NA
400509744,NA
400505283,NA
400508313,NA
400503647,NA
400510592,NA
400510533,NA
400508312,NA
400507392,NA
400507391,NA
400503650,NA
400503649,NA
400503648,NA
400507786,NA
400503651,NA
400512098,NA
400505126,NA
400511322,NA
400510634,NA
400510077,NA
400509743,NA
400509416,NA
400509415,NA
400509219,NA
400509049,NA
400508658,NA
400508657,NA
400504949,NA
400504948,NA
400504947,NA
400504707,NA
400511057,NA
400509252,NA
400508311,NA
400509742,NA
400507785,NA
400507784,NA
400509741,NA
400509574,NA
400505123,NA
400511281,NA
400505125,NA
400510960,NA
400510731,NA
400509914,NA
400505282,NA
400504946,NA
400504705,NA
400504702,NA
400512090,NA
400511429,NA
400511056,NA
400511021,NA
400510730,NA
400510633,NA
400510076,NA
400509414,NA
400509413,NA
400509251,NA
400509048,NA
400509047,NA
400509046,NA
400508656,NA
400505124,NA
400504934,NA
400504703,NA
400510632,NA
400504945,NA
400504704,NA
400511674,NA
400505789,NA
400508310,NA
400511525,NA
400509573,NA
400507783,NA
400505281,NA
400508309,NA
400508307,NA
400510949,NA
400510934,NA
400510728,NA
400509412,NA
400508308,NA
400507390,NA
400507389,NA
400507388,NA
400504699,NA
400509739,NA
400517014,NA
400508654,NA
400510729,NA
400510075,NA
400509572,NA
400509250,NA
400509218,NA
400509045,NA
400509044,NA
400508655,NA
400508653,NA
400508652,NA
400504698,NA
400507387,NA
400504701,NA
400504700,NA
400510991,NA
400511733,NA
400509740,NA
400509249,NA
400510260,NA
400508651,NA
400503645,NA
400512113,NA
400510604,NA
400516798,NA
400515415,NA
400509738,NA
400509571,NA
400505788,NA
400505787,NA
400505121,NA
400503644,NA
400512318,NA
400509569,NA
400508647,NA
400516797,NA
400516795,NA
400511389,NA
400510727,NA
400510259,NA
400507386,NA
400507385,NA
400505786,NA
400505280,NA
400505122,NA
400504944,NA
400504696,NA
400504695,NA
400503643,NA
400503641,NA
400516855,NA
400508648,NA
400511016,NA
400510532,NA
400512386,NA
400503642,NA
400508305,NA
400508304,NA
400512074,NA
400511442,NA
400511321,NA
400511269,NA
400510616,NA
400510074,NA
400509411,NA
400509410,NA
400509248,NA
400509247,NA
400509043,NA
400508650,NA
400508649,NA
400508646,NA
400504943,NA
400504697,NA
400503646,NA
400508303,NA
400512416,NA
400510073,NA
400516854,NA
400507780,NA
400507781,NA
400516800,NA
400511524,NA
400516717,NA
400507782,NA
400503639,NA
400510514,NA
400504694,NA
400503640,NA
400505279,NA
400516799,NA
400509042,NA
400508302,NA
400504942,NA
400516716,NA
400509041,NA
400505784,NA
400505278,NA
400516776,NA
400511199,NA
400507779,NA
400509246,NA
400509568,NA
400509245,NA
400516715,NA
400505785,NA
400508645,NA
400507778,NA
400504353,NA
400504352,NA
400511055,NA
400512097,NA
400512366,NA
400511441,NA
400510726,NA
400510258,NA
400509040,NA
400509039,NA
400509038,NA
400508644,NA
400508642,NA
400508643,NA
400516714,NA
400509244,NA
400507384,NA
400505277,NA
400509409,NA
400505118,NA
400511523,NA
400511522,NA
400511521,NA
400511520,NA
400511218,NA
400509736,NA
400507777,NA
400505781,NA
400505120,NA
400512111,NA
400505782,NA
400507776,NA
400509737,NA
400509566,NA
400509408,NA
400509565,NA
400505276,NA
400508300,NA
400503635,NA
400507382,NA
400511770,NA
400511753,NA
400510980,NA
400510725,NA
400508299,NA
400507383,NA
400507381,NA
400507380,NA
400507379,NA
400505780,NA
400505119,NA
400504939,NA
400504349,NA
400504347,NA
400504346,NA
400512582,NA
400511280,NA
400509567,NA
400508296,NA
400505275,NA
400508297,NA
400508641,NA
400511015,NA
400508298,NA
400512477,NA
400511663,NA
400511440,NA
400511420,NA
400511054,NA
400510724,NA
400510721,NA
400510257,NA
400510072,NA
400510071,NA
400510070,NA
400510069,NA
400509407,NA
400509406,NA
400509405,NA
400509035,NA
400509034,NA
400508634,NA
400507377,NA
400505783,NA
400504351,NA
400503637,NA
400512566,NA
400510723,NA
400509734,NA
400508294,NA
400507376,NA
400507375,NA
400511320,NA
400511268,NA
400510068,NA
400509217,NA
400508640,NA
400507775,NA
400507774,NA
400505117,NA
400504940,NA
400504938,NA
400504348,NA
400512110,NA
400509243,NA
400508301,NA
400505116,NA
400503638,NA
400508295,NA
400511053,NA
400510631,NA
400510256,NA
400510067,NA
400509564,NA
400509242,NA
400509036,NA
400508639,NA
400508635,NA
400505115,NA
400504937,NA
400504936,NA
400504935,NA
400508638,NA
400510549,NA
400508636,NA
400510255,NA
400512441,NA
400507378,NA
400505114,NA
400509735,NA
400507374,NA
400510722,NA
400503636,NA
400512109,NA
400512108,NA
400507333,NA
400505274,NA
400504350,NA
400504345,NA
400512112,NA
400504941,NA
400508637,NA
400787555,NA
400786694,NA
400786477,NA
400786165,NA
400786190,NA
400786188,NA
400786191,NA
400785794,NA
400785792,NA
400785795,NA
400785793,NA
400785791,NA
400785788,NA
400785789,NA
400785790,NA
400785336,19
400785114,14
400768423,4
400785335,30
400785260,11
400768424,23
400785069,34
400785067,12
400785096,10
400768028,27
400785120,19
400785072,30
400785095,36
400785074,7
400785073,18
400785112,11
400785104,31
400785094,19
400785061,30
400785071,16
400785070,11
400766804,19
400768434,14
400766109,11
400784994,19
400784979,31
400768435,14
400768451,10
400768448,36
400784963,11
400767032,1
400766803,19
400768447,7
400784936,18
400768450,20
400768449,10
400768436,34
400768356,36
400784962,30
400784960,16
400766108,11
400784998,12
400784971,19
400784958,31
400768345,7
400768340,34
400784959,18
400784937,11
400784935,16
400784934,30
400784964,12
400768438,12
400766802,19
400766983,31
400768415,12
400766801,19
400768339,12
400768338,16
400767897,18
400766918,30
400766107,11
400766982,31
400768334,16
400768332,12
400768021,18
400766917,30
400766106,11
400768209,20
400768175,10
400766979,7
400766840,36
400768210,10
400768136,20
400766912,12
400766810,34
400768036,14
400766978,7
400766839,36
400766608,4
400767022,23
400767021,23
400766981,31
400766817,14
400766816,14
400766815,14
400766607,4
400766911,12
400766809,34
400766838,36
400766977,7
400766808,34
400768121,18
400768031,16
400766910,12
400768118,31
400766976,7
400766807,34
400768120,18
400768026,16
400766908,12
400768041,20
400766861,10
400768032,20
400766860,10
400768038,6
400766980,NA
400766800,20
400602909,NA
400768023,35
400768022,20
400766580,18
400768020,32
400766576,18
400766799,20
400767033,5
400767094,6
400766814,14
400766798,20
400767060,39
400766796,16
400766605,27
400766604,27
400767026,6
400766499,16
400766794,16
400766596,35
400766797,20
400766795,16
400767019,15
400766579,18
400767025,32
400766506,35
400766577,18
400767018,32
400766578,18
400765419,6
400766985,26
400766847,39
400766913,9
400766806,6
400766745,39
400766907,5
400766878,8
400766882,1
400766835,28
400765418,6
400765269,32
400766748,5
400766746,1
400765601,23
400765598,23
400766615,15
400766747,3
400766500,29
400766743,2
400766752,6
400765600,23
400765599,23
400765268,32
400766504,15
400766708,26
400602237,NA
400596961,NA
400766618,9
400765757,5
400766595,26
400766518,8
400765407,1
400766609,39
400590160,NA
400766617,28
400766510,9
400602908,NA
400766616,5
400602907,NA
400602202,NA
400590716,NA
400602021,NA
400766599,39
400766435,8
400765406,1
400602906,NA
400602905,NA
400765417,6
400592145,NA
400766512,28
400602230,NA
400602171,NA
400596960,NA
400596959,NA
400596957,NA
400592144,NA
400590159,NA
400602075,NA
400603466,NA
400602020,NA
400602019,NA
400596962,NA
400590717,NA
400765267,32
400602140,NA
400590718,NA
400589896,NA
400589895,NA
400765416,6
400602130,NA
400596958,NA
400592142,NA
400590164,NA
400590162,NA
400590158,NA
400589898,NA
400589897,NA
400766513,39
400766603,5
400765405,1
400598786,NA
400589894,NA
400766611,3
400766508,24
400598785,NA
400598784,NA
400598783,NA
400594854,NA
400594853,NA
400594852,NA
400594850,NA
400594849,NA
400592143,NA
400592141,NA
400590719,NA
400766602,2
400765266,32
400602042,NA
400594851,NA
400590161,NA
400766502,3
400765756,5
400765597,39
400765404,1
400602090,NA
400592140,NA
400590163,NA
400766503,2
400766525,26
400601123,NA
400766519,28
400766523,9
400766432,15
400765755,5
400601195,NA
400766520,26
400601208,NA
400601141,NA
400765596,39
400766517,3
400601218,NA
400766448,28
400602904,NA
400766452,9
400765299,4
400766453,2
400766426,15
400766099,27
400766098,27
400765754,5
400765308,27
400765302,4
400765301,4
400765300,4
400602903,NA
400602902,NA
400602901,NA
400765595,39
400765309,27
400766447,3
400766446,35
400766445,26
400766443,2
400765594,39
400766439,28
400766437,9
400766440,24
400766438,35
400766436,26
400766404,NA
400765439,15
400766431,3
400766434,2
400766449,29
400766428,28
400766429,24
400766427,9
400766294,15
400766424,3
400766433,29
400766425,2
400765431,26
400765403,35
400602255,NA
400602215,NA
400602188,NA
400602170,NA
400596956,NA
400596955,NA
400766110,9
400765430,26
400765402,35
400596954,NA
400596953,NA
400765681,8
400766101,28
400766095,3
400589892,NA
400590154,NA
400590153,NA
400589893,NA
400589891,NA
400589890,NA
400766096,2
400765427,9
400598782,NA
400592137,NA
400590152,NA
400765238,29
400603459,NA
400602018,NA
400602016,NA
400602015,NA
400592139,NA
400592138,NA
400592136,NA
400602017,NA
400602106,NA
400602074,NA
400766085,3
400765680,8
400765435,28
400602059,NA
400599176,NA
400592135,NA
400592134,NA
400590157,NA
400765401,35
400599178,NA
400599177,NA
400599175,NA
400599173,NA
400590156,NA
400765429,26
400602089,NA
400602041,NA
400590155,NA
400765423,2
400765237,29
400765252,24
400766087,28
400766097,9
400765400,35
400765428,26
400765257,8
400765236,29
400766086,2
400765415,3
400765251,24
400599174,NA
400765438,15
400765434,28
400765426,9
400765235,29
400765741,8
400765437,15
400765422,2
400766075,3
400765436,15
400765425,9
400598779,NA
400765433,28
400765421,2
400765307,27
400765306,27
400598991,NA
400598990,NA
400598989,NA
400598988,NA
400598987,NA
400598781,NA
400598780,NA
400594847,NA
400594846,NA
400594845,NA
400594844,NA
400594843,NA
400765414,3
400765424,9
400765432,28
400765420,2
400765413,3
400765250,24
400765412,3
400765249,24
400594848,NA
400601249,NA
400601217,NA
400601140,NA
400601122,NA
400601105,NA
400592440,NA
400592439,NA
400601357,NA
400765254,8
400765256,8
400765255,8
400592437,NA
400597565,NA
400597562,NA
400592438,NA
400592436,NA
400597561,NA
400599329,NA
