id,tournamentId
400506633,NA
400506163,NA
400506131,NA
400504599,NA
400504064,NA
400505635,NA
400507062,NA
400498425,NA
400506467,NA
400506466,NA
400506465,NA
400506464,NA
400504065,NA
400502897,NA
400498426,NA
400541954,26
400504063,NA
400499918,NA
400541188,33
400543314,19
400543574,8
400541191,1
400541169,16
400541027,28
400541015,12
400507673,NA
400506586,NA
400502482,NA
400504598,NA
400497034,NA
400498424,NA
400541994,23
400514170,NA
400505634,NA
400502896,NA
400502895,NA
400497033,NA
400507032,NA
400506463,NA
400506469,NA
400498422,NA
400497031,NA
400497032,NA
400543394,12
400543214,8
400543034,28
400542494,16
400541974,23
400541190,1
400508607,NA
400504601,NA
400542874,24
400541019,19
400541654,15
400499917,NA
400542054,8
400542654,24
400505960,NA
400542914,19
400541655,15
400541014,12
400538254,NA
400507723,NA
400505762,NA
400505747,NA
400505728,NA
400497030,NA
400541874,8
400541026,28
400541018,19
400541811,8
400541025,28
400542634,19
400541808,8
400541024,28
400541187,33
400506632,NA
400498207,NA
400541164,16
400503051,NA
400503050,NA
400503048,NA
400498208,NA
400542074,24
400541017,19
400498211,NA
400498210,NA
400510060,NA
400541186,33
400506616,NA
400506279,NA
400504663,NA
400504662,NA
400504596,NA
400504061,NA
400503049,NA
400499914,NA
400514370,NA
400504062,NA
400504060,NA
400541635,4
400514385,NA
400507300,NA
400504059,NA
400504058,NA
400504057,NA
400498209,NA
400507275,NA
400506991,NA
400507169,NA
400502478,NA
400502476,NA
400499916,NA
400499915,NA
400508197,NA
400507262,NA
400506107,NA
400502479,NA
400502477,NA
400499516,NA
400499515,NA
400499514,NA
400499513,NA
400499512,NA
400499511,NA
400541163,16
400541016,19
400504597,NA
400497029,NA
400542014,24
400510059,NA
400506462,NA
400499510,NA
400499509,NA
400541634,4
400541162,16
400505630,NA
400506091,NA
400506148,NA
400505631,NA
400541058,24
400510058,NA
400506021,NA
400505632,NA
400498420,NA
400506184,NA
400506162,NA
400505633,NA
400505629,NA
400541013,8
400498419,NA
400506461,NA
400506460,NA
400506459,NA
400498421,NA
400541315,26
400502894,NA
400497028,NA
400497027,NA
400541314,26
400541057,24
400541023,23
400541022,23
400541021,23
400541020,23
400541005,26
400541004,26
400510057,NA
400506458,NA
400506073,NA
400506041,NA
400541012,8
400541011,8
400541010,8
400507061,NA
400506457,NA
400504595,NA
400502893,NA
400502475,NA
400497026,NA
400541030,15
400502892,NA
400502891,NA
400498206,NA
400506456,NA
400502890,NA
400510056,NA
400504594,NA
400507031,NA
400541032,15
400541031,15
400541001,4
400541000,4
400540999,4
400540998,4
400508599,NA
400507751,NA
400507738,NA
400507722,NA
400507672,NA
400507654,NA
400497025,NA
400514369,NA
400540175,NA
400502889,NA
400498417,NA
400498205,NA
400520316,NA
400504661,NA
400508189,NA
400507249,NA
400507012,NA
400541002,26
400502888,NA
400541003,26
400508195,NA
400504593,NA
400507287,NA
400506564,NA
400506090,NA
400505628,NA
400502887,NA
400502653,NA
400510055,NA
400502474,NA
400499508,NA
400499506,NA
400499502,NA
400502657,NA
400499507,NA
400510053,NA
400504592,NA
400506506,NA
400506197,NA
400506058,NA
400506001,NA
400502656,NA
400502655,NA
400502654,NA
400499505,NA
400499504,NA
400499503,NA
400506106,NA
400502886,NA
400510054,NA
400504591,NA
400503045,NA
400505627,NA
400508958,NA
400506815,NA
400503046,NA
400499912,NA
400499910,NA
400504659,NA
400499913,NA
400498204,NA
400498202,NA
400498415,NA
400503044,NA
400499911,NA
400498201,NA
400498200,NA
400497024,NA
400504055,NA
400502473,NA
400508987,NA
400505626,NA
400504054,NA
400503047,NA
400502470,NA
400501682,NA
400501679,NA
400503239,NA
400514383,NA
400504056,NA
400508179,NA
400507148,NA
400498414,NA
400508182,NA
400508181,NA
400508180,NA
400508178,NA
400507653,NA
400505968,NA
400505761,NA
400505746,NA
400504331,NA
400503237,NA
400514391,NA
400514355,NA
400508188,NA
400540174,NA
400507261,NA
400503236,NA
400499501,NA
400505625,NA
400506276,NA
400510052,NA
400506454,NA
400514171,NA
400508976,NA
400506455,NA
400506129,NA
400505727,NA
400503240,NA
400498892,NA
400504053,NA
400504052,NA
400503235,NA
400502472,NA
400502471,NA
400503238,NA
400498891,NA
400504590,NA
400510051,NA
400506072,NA
400501681,NA
400507168,NA
400508194,NA
400504051,NA
400498889,NA
400498684,NA
400498683,NA
400498682,NA
400504050,NA
400507011,NA
400506990,NA
400502884,NA
400500139,NA
400506453,NA
400510050,NA
400497023,NA
400498413,NA
400507060,NA
400506795,NA
400506665,NA
400506644,NA
400506452,NA
400505624,NA
400504333,NA
400502885,NA
400500138,NA
400498681,NA
400498890,NA
400500137,NA
400506451,NA
400506275,NA
400499689,NA
400498203,NA
400502883,NA
400501680,NA
400500140,NA
400497022,NA
400507750,NA
400507737,NA
400507689,NA
400507147,NA
400506277,NA
400506183,NA
400504330,NA
400502882,NA
400499690,NA
400499688,NA
400499687,NA
400499686,NA
400498893,NA
400498686,NA
400520976,NA
400507030,NA
400498416,NA
400504332,NA
400500141,NA
400499213,NA
400499212,NA
400499210,NA
400497020,NA
400507706,NA
400506450,NA
400502881,NA
400497021,NA
400506020,NA
400499211,NA
400506819,NA
400502651,NA
400505726,NA
400505978,NA
400505760,NA
400505745,NA
400504589,NA
400502652,NA
400502650,NA
400502649,NA
400499209,NA
400498685,NA
400508957,NA
400507059,NA
400506563,NA
400503043,NA
400508986,NA
400506814,NA
400503042,NA
400503041,NA
400503040,NA
400499907,NA
400499906,NA
400499909,NA
400499500,NA
400498199,NA
400498198,NA
400498196,NA
400497019,NA
400539360,NA
400497018,NA
400508995,NA
400504588,NA
400499908,NA
400498195,NA
400504044,NA
400504049,NA
400504047,NA
400504048,NA
400504046,NA
400504045,NA
400502648,NA
400502467,NA
400501676,NA
400506040,NA
400508176,NA
400507146,NA
400503234,NA
400503232,NA
400502469,NA
400502468,NA
400502466,NA
400501678,NA
400501677,NA
400501675,NA
400499499,NA
400499498,NA
400498197,NA
400503231,NA
400503233,NA
400499496,NA
400506449,NA
400510049,NA
400508177,NA
400508175,NA
400508174,NA
400508173,NA
400506664,NA
400506525,NA
400506505,NA
400506071,NA
400506057,NA
400506000,NA
400499497,NA
400499494,NA
400499493,NA
400499208,NA
400499207,NA
400499206,NA
400499205,NA
400498888,NA
400498887,NA
400498886,NA
400498885,NA
400498884,NA
400505623,NA
400506128,NA
400499495,NA
400506089,NA
400507029,NA
400510048,NA
400506448,NA
400505622,NA
400500136,NA
400500135,NA
400504587,NA
400498410,NA
400502879,NA
400508598,NA
400506447,NA
400506446,NA
400506445,NA
400503230,NA
400502880,NA
400499685,NA
400498680,NA
400502878,NA
400510047,NA
400508614,NA
400507721,NA
400507705,NA
400507671,NA
400507652,NA
400507248,NA
400506274,NA
400506273,NA
400506105,NA
400504329,NA
400504328,NA
400504327,NA
400504326,NA
400502877,NA
400499684,NA
400499683,NA
400499682,NA
400499681,NA
400498679,NA
400498678,NA
400498677,NA
400498676,NA
400497017,NA
400497016,NA
400505621,NA
400505619,NA
400500132,NA
400510046,NA
400505620,NA
400506444,NA
400504586,NA
400504043,NA
400534134,NA
400500134,NA
400500133,NA
400507145,NA
400506443,NA
400502875,NA
400510045,NA
400537174,NA
400507144,NA
400506643,NA
400506019,NA
400504683,NA
400504585,NA
400502876,NA
400502647,NA
400498675,NA
400498409,NA
400498408,NA
400498194,NA
400522255,NA
400514389,NA
400514382,NA
400514368,NA
400538614,NA
400507274,NA
400499905,NA
400507260,NA
400507167,NA
400508172,NA
400502874,NA
400537154,NA
400536695,NA
400498407,NA
400507058,NA
400506147,NA
400506127,NA
400507687,NA
400504584,NA
400502873,NA
400504583,NA
400500131,NA
400510044,NA
400504325,NA
400497015,NA
400514172,NA
400508171,NA
400507720,NA
400507670,NA
400506504,NA
400506196,NA
400502646,NA
400502645,NA
400499203,NA
400505744,NA
400499204,NA
400510043,NA
400499680,NA
400499678,NA
400499677,NA
400506813,NA
400503039,NA
400503038,NA
400498193,NA
400505617,NA
400503037,NA
400497014,NA
400505618,NA
400498189,NA
400506088,NA
400506794,NA
400498191,NA
400498190,NA
400503226,NA
400514390,NA
400504042,NA
400504037,NA
400502465,NA
400502463,NA
400498192,NA
400510042,NA
400505616,NA
400502462,NA
400500128,NA
400499904,NA
400500129,NA
400506161,NA
400506442,NA
400505959,NA
400505725,NA
400503229,NA
400503227,NA
400502464,NA
400502461,NA
400501674,NA
400500130,NA
400499492,NA
400498406,NA
400504658,NA
400507259,NA
400504041,NA
400502872,NA
400508167,NA
400506056,NA
400505778,NA
400504322,NA
400504040,NA
400503036,NA
400502643,NA
400499489,NA
400499488,NA
400499202,NA
400498674,NA
400498673,NA
400514397,NA
400514402,NA
400514367,NA
400508187,NA
400508196,NA
400506585,NA
400510041,NA
400508975,NA
400507651,NA
400506441,NA
400505615,NA
400499491,NA
400503228,NA
400504039,NA
400501673,NA
400499486,NA
400498672,NA
400506989,NA
400507166,NA
400504038,NA
400498404,NA
400506440,NA
400509002,NA
400507143,NA
400507010,NA
400506562,NA
400506439,NA
400506271,NA
400506270,NA
400505614,NA
400504324,NA
400504323,NA
400499903,NA
400498883,NA
400498882,NA
400498879,NA
400498671,NA
400498405,NA
400506515,NA
400499485,NA
400499201,NA
400499902,NA
400506438,NA
400502644,NA
400501672,NA
400498880,NA
400502870,NA
400508170,NA
400508169,NA
400508168,NA
400506642,NA
400506070,NA
400506018,NA
400504682,NA
400504582,NA
400502871,NA
400502642,NA
400501671,NA
400499679,NA
400499676,NA
400499490,NA
400499487,NA
400498881,NA
400498670,NA
400497013,NA
400507028,NA
400506437,NA
400498402,NA
400504581,NA
400500127,NA
400498669,NA
400506436,NA
400497012,NA
400510040,NA
400507704,NA
400502869,NA
400502868,NA
400502867,NA
400504580,NA
400506663,NA
400507142,NA
400502641,NA
400506269,NA
400505958,NA
400505777,NA
400505759,NA
400505724,NA
400502640,NA
400499200,NA
400499199,NA
400499198,NA
400503035,NA
400506793,NA
400509001,NA
400508956,NA
400506584,NA
400498187,NA
400508974,NA
400503034,NA
400503033,NA
400503032,NA
400499900,NA
400498186,NA
400537134,NA
400497011,NA
400508994,NA
400507669,NA
400506561,NA
400504579,NA
400501670,NA
400498185,NA
400498184,NA
400504036,NA
400502639,NA
400498188,NA
400502459,NA
400502457,NA
400499899,NA
400499898,NA
400507141,NA
400503225,NA
400503224,NA
400503223,NA
400503222,NA
400502460,NA
400501669,NA
400499901,NA
400499484,NA
400499483,NA
400499197,NA
400499196,NA
400507140,NA
400510039,NA
400497010,NA
400510038,NA
400508166,NA
400508165,NA
400508164,NA
400507736,NA
400506435,NA
400504321,NA
400502638,NA
400502637,NA
400502458,NA
400499482,NA
400499481,NA
400499480,NA
400499479,NA
400499478,NA
400499477,NA
400498878,NA
400498877,NA
400498876,NA
400498875,NA
400498874,NA
400505613,NA
400506126,NA
400506146,NA
400506087,NA
400510037,NA
400507057,NA
400506434,NA
400506017,NA
400502866,NA
400498401,NA
400500126,NA
400504578,NA
400506433,NA
400506432,NA
400497009,NA
400507009,NA
400499675,NA
400500125,NA
400502865,NA
400506431,NA
400497008,NA
400506104,NA
400510036,NA
400508606,NA
400508163,NA
400507749,NA
400507719,NA
400507650,NA
400506524,NA
400506514,NA
400506268,NA
400506195,NA
400506039,NA
400505999,NA
400504681,NA
400504577,NA
400504320,NA
400504319,NA
400504318,NA
400503221,NA
400502636,NA
400499674,NA
400499673,NA
400499672,NA
400499671,NA
400498668,NA
400498667,NA
400498666,NA
400498665,NA
400498664,NA
400498663,NA
400505610,NA
400505612,NA
400499897,NA
400505609,NA
400502863,NA
400502864,NA
400506430,NA
400505611,NA
400504576,NA
400500124,NA
400510035,NA
400504035,NA
400500123,NA
400500122,NA
400498400,NA
400506662,NA
400504575,NA
400497007,NA
400498399,NA
400506429,NA
400537194,NA
400506160,NA
400502862,NA
400502861,NA
400514662,NA
400498183,NA
400514401,NA
400514381,NA
400507027,NA
400504657,NA
400508193,NA
400507165,NA
400537375,NA
400508186,NA
400507286,NA
400536334,NA
400537054,NA
400536734,NA
400504317,NA
400504316,NA
400502860,NA
400506182,NA
400504315,NA
400504574,NA
400497006,NA
400510034,NA
400502859,NA
400504034,NA
400500121,NA
400504573,NA
400502635,NA
400498873,NA
400510033,NA
400507056,NA
400497005,NA
400536774,NA
400536715,NA
400508162,NA
400502634,NA
400502633,NA
400502632,NA
400510032,NA
400507139,NA
400498869,NA
400509014,NA
400503030,NA
400498181,NA
400508973,NA
400505607,NA
400503031,NA
400499893,NA
400499895,NA
400499471,NA
400498182,NA
400506428,NA
400503029,NA
400500119,NA
400499894,NA
400499473,NA
400503218,NA
400504656,NA
400504033,NA
400503220,NA
400503219,NA
400502456,NA
400502453,NA
400505606,NA
400500120,NA
400498397,NA
400510031,NA
400507138,NA
400506812,NA
400506792,NA
400502858,NA
400502455,NA
400501665,NA
400499896,NA
400499670,NA
400499476,NA
400499470,NA
400498661,NA
400504032,NA
400507137,NA
400500117,NA
400502855,NA
400508159,NA
400507649,NA
400507026,NA
400506583,NA
400506194,NA
400505758,NA
400505743,NA
400504312,NA
400504031,NA
400503028,NA
400501667,NA
400499669,NA
400499668,NA
400499469,NA
400498871,NA
400498662,NA
400498660,NA
400498659,NA
400498178,NA
400514396,NA
400514380,NA
400508185,NA
400507008,NA
400504655,NA
400505605,NA
400502856,NA
400508192,NA
400507718,NA
400507258,NA
400506103,NA
400506069,NA
400505977,NA
400505723,NA
400504654,NA
400504030,NA
400502857,NA
400502454,NA
400503216,NA
400498658,NA
400501666,NA
400498180,NA
400506615,NA
400506427,NA
400505608,NA
400504029,NA
400508158,NA
400507757,NA
400504028,NA
400505604,NA
400499475,NA
400498395,NA
400510030,NA
400508985,NA
400508160,NA
400507668,NA
400507273,NA
400506988,NA
400506641,NA
400506523,NA
400506426,NA
400506425,NA
400506424,NA
400504572,NA
400504314,NA
400502631,NA
400499472,NA
400499192,NA
400498872,NA
400498657,NA
400497003,NA
400506145,NA
400502452,NA
400498179,NA
400499194,NA
400507703,NA
400506267,NA
400508161,NA
400507735,NA
400506532,NA
400506159,NA
400505998,NA
400504571,NA
400501668,NA
400499667,NA
400499666,NA
400499474,NA
400499195,NA
400498394,NA
400498393,NA
400506423,NA
400506422,NA
400497004,NA
400500118,NA
400510029,NA
400502854,NA
400498870,NA
400502853,NA
400497002,NA
400506038,NA
400504313,NA
400499193,NA
400506266,NA
400506086,NA
400502629,NA
400502630,NA
400537304,NA
400537035,NA
400536854,NA
400536714,NA
400506661,NA
400505967,NA
400505757,NA
400505742,NA
400505722,NA
400502628,NA
400499191,NA
400537303,NA
400509000,NA
400506791,NA
400506627,NA
400498174,NA
400508955,NA
400503027,NA
400503026,NA
400503025,NA
400503024,NA
400499889,NA
400504027,NA
400499892,NA
400499465,NA
400498176,NA
400498175,NA
400510028,NA
400506811,NA
400506181,NA
400504570,NA
400503215,NA
400499891,NA
400499468,NA
400498173,NA
400504026,NA
400504025,NA
400504024,NA
400504023,NA
400504022,NA
400504021,NA
400502626,NA
400501664,NA
400502448,NA
400502447,NA
400499463,NA
400503214,NA
400503213,NA
400503212,NA
400503211,NA
400502451,NA
400502450,NA
400501661,NA
400499890,NA
400499467,NA
400499466,NA
400499464,NA
400498177,NA
400506640,NA
400507136,NA
400510027,NA
400504569,NA
400537114,NA
400506421,NA
400504310,NA
400502627,NA
400501663,NA
400501662,NA
400499187,NA
400498867,NA
400498655,NA
400497000,NA
400497001,NA
400508157,NA
400502449,NA
400499190,NA
400499189,NA
400499188,NA
400498868,NA
400498866,NA
400498865,NA
400498864,NA
400498656,NA
400536994,NA
400536694,NA
400508156,NA
400537074,NA
400506144,NA
400505603,NA
400505601,NA
400505602,NA
400496999,NA
400510026,NA
400506582,NA
400506420,NA
400506419,NA
400506068,NA
400502852,NA
400500114,NA
400504568,NA
400506417,NA
400507717,NA
400500116,NA
400500115,NA
400500113,NA
400498392,NA
400506418,NA
400508152,NA
400502850,NA
400496998,NA
400510025,NA
400508605,NA
400507734,NA
400507702,NA
400507667,NA
400507648,NA
400507025,NA
400506597,NA
400506173,NA
400506158,NA
400506102,NA
400506055,NA
400506037,NA
400506016,NA
400505997,NA
400504680,NA
400504309,NA
400503217,NA
400502625,NA
400499662,NA
400499661,NA
400498653,NA
400498652,NA
400508154,NA
400508153,NA
400504311,NA
400502851,NA
400499665,NA
400499664,NA
400499663,NA
400498654,NA
400505600,NA
400505599,NA
400510024,NA
400506416,NA
400504567,NA
400500112,NA
400506415,NA
400498390,NA
400504566,NA
400502849,NA
400502848,NA
400498651,NA
400498172,NA
400504653,NA
400498389,NA
400502846,NA
400514354,NA
400514379,NA
400514366,NA
400507272,NA
400502446,NA
400507257,NA
400506987,NA
400507164,NA
400507007,NA
400507247,NA
400498388,NA
400534602,NA
400532456,NA
400508151,NA
400504565,NA
400504308,NA
400502847,NA
400502624,NA
400502623,NA
400508155,NA
400506180,NA
400506085,NA
400504564,NA
400502845,NA
400496997,NA
400507647,NA
400514144,NA
400510023,NA
400506265,NA
400500111,NA
400500110,NA
400500109,NA
400507135,NA
400506660,NA
400502622,NA
400502621,NA
400502620,NA
400499462,NA
400499461,NA
400496996,NA
400510022,NA
400499660,NA
400503023,NA
400509009,NA
400506614,NA
400505596,NA
400505598,NA
400503022,NA
400503021,NA
400503020,NA
400499888,NA
400499887,NA
400498387,NA
400514661,NA
400498170,NA
400498169,NA
400500108,NA
400496995,NA
400506790,NA
400503209,NA
400499885,NA
400498168,NA
400498167,NA
400504652,NA
400503208,NA
400498171,NA
400510021,NA
400506626,NA
400506414,NA
400506264,NA
400504020,NA
400496994,NA
400496993,NA
400508146,NA
400499183,NA
400507024,NA
400508954,NA
400508149,NA
400508148,NA
400508147,NA
400507701,NA
400505996,NA
400505957,NA
400505741,NA
400505721,NA
400505597,NA
400504307,NA
400504305,NA
400504019,NA
400500107,NA
400499459,NA
400499458,NA
400499457,NA
400499185,NA
400498649,NA
400514664,NA
400504651,NA
400514365,NA
400507256,NA
400505595,NA
400502844,NA
400510020,NA
400507246,NA
400505756,NA
400502444,NA
400501659,NA
400504016,NA
400502445,NA
400499886,NA
400504017,NA
400504018,NA
400506263,NA
400507055,NA
400506413,NA
400503210,NA
400501660,NA
400501658,NA
400499455,NA
400499184,NA
400506986,NA
400507295,NA
400504014,NA
400498861,NA
400507163,NA
400498384,NA
400498385,NA
400508984,NA
400507006,NA
400506412,NA
400506411,NA
400506067,NA
400506015,NA
400505594,NA
400504015,NA
400499658,NA
400499460,NA
400498859,NA
400498648,NA
400506410,NA
400504563,NA
400503207,NA
400502843,NA
400501657,NA
400510019,NA
400508610,NA
400508150,NA
400507756,NA
400507733,NA
400507134,NA
400506531,NA
400506513,NA
400506054,NA
400506036,NA
400504306,NA
400504304,NA
400502842,NA
400502619,NA
400499657,NA
400499656,NA
400499456,NA
400498863,NA
400498862,NA
400498650,NA
400498647,NA
400498646,NA
400506409,NA
400498383,NA
400510018,NA
400506639,NA
400504562,NA
400499659,NA
400499186,NA
400498645,NA
400506408,NA
400502840,NA
400502841,NA
400503206,NA
400502839,NA
400498860,NA
400503205,NA
400499454,NA
400504561,NA
400506659,NA
400499453,NA
400504560,NA
400521960,NA
400505776,NA
400505755,NA
400505740,NA
400505720,NA
400502618,NA
400502617,NA
400502616,NA
400499182,NA
400503019,NA
400508960,NA
400506789,NA
400506124,NA
400503018,NA
400498165,NA
400509008,NA
400508972,NA
400503017,NA
400503016,NA
400499884,NA
400499883,NA
400504013,NA
400498166,NA
400498163,NA
400507054,NA
400510017,NA
400506625,NA
400504008,NA
400503204,NA
400499882,NA
400499450,NA
400499447,NA
400498857,NA
400498164,NA
400498162,NA
400504010,NA
400504009,NA
400504011,NA
400502615,NA
400504012,NA
400502443,NA
400502441,NA
400508144,NA
400503203,NA
400503202,NA
400503201,NA
400502442,NA
400502440,NA
400501656,NA
400501655,NA
400500106,NA
400499451,NA
400496992,NA
400496991,NA
400508145,NA
400508143,NA
400508142,NA
400506638,NA
400506407,NA
400506262,NA
400504679,NA
400499452,NA
400499449,NA
400499448,NA
400499181,NA
400499180,NA
400499179,NA
400499178,NA
400498858,NA
400498856,NA
400498855,NA
400498854,NA
400531934,NA
400505593,NA
400506810,NA
400506179,NA
400505591,NA
400505590,NA
400496990,NA
400506406,NA
400506143,NA
400505592,NA
400505589,NA
400502838,NA
400510016,NA
400500105,NA
400500104,NA
400500103,NA
400507133,NA
400506405,NA
400506404,NA
400506403,NA
400499655,NA
400498644,NA
400506259,NA
400502836,NA
400498382,NA
400502837,NA
400508604,NA
400507716,NA
400507700,NA
400507666,NA
400507646,NA
400507132,NA
400506512,NA
400506261,NA
400506260,NA
400506035,NA
400506014,NA
400505995,NA
400504303,NA
400504301,NA
400504300,NA
400499654,NA
400499653,NA
400499652,NA
400498643,NA
400498642,NA
400498641,NA
400498640,NA
400496989,NA
400510015,NA
400532714,NA
400506402,NA
400502835,NA
400510014,NA
400504559,NA
400499651,NA
400500102,NA
400502439,NA
400498381,NA
400502834,NA
400502833,NA
400501654,NA
400507023,NA
400510013,NA
400506401,NA
400496988,NA
400533994,NA
400533919,NA
400507755,NA
400506503,NA
400506053,NA
400504558,NA
400504302,NA
400503200,NA
400498639,NA
400498161,NA
400498379,NA
400514400,NA
400514388,NA
400504650,NA
400504557,NA
400514364,NA
400507245,NA
400507285,NA
400507271,NA
400507005,NA
400506985,NA
400502832,NA
400504556,NA
400532694,NA
400532540,NA
400507255,NA
400504678,NA
400504299,NA
400504298,NA
400502613,NA
400502614,NA
400502612,NA
400499177,NA
400506560,NA
400504297,NA
400532575,NA
400507665,NA
400499176,NA
400498853,NA
400510012,NA
400507131,NA
400502831,NA
400496987,NA
400510011,NA
400503015,NA
400506788,NA
400503013,NA
400506083,NA
400498156,NA
400508993,NA
400506809,NA
400499880,NA
400498159,NA
400499445,NA
400496986,NA
400506400,NA
400505956,NA
400499881,NA
400498157,NA
400502436,NA
400503199,NA
400504649,NA
400502435,NA
400502437,NA
400505586,NA
400499879,NA
400507053,NA
400505587,NA
400502438,NA
400500100,NA
400499878,NA
400510010,NA
400505994,NA
400504006,NA
400505585,NA
400508141,NA
400508138,NA
400507130,NA
400506066,NA
400505775,NA
400505754,NA
400504648,NA
400504007,NA
400503195,NA
400503014,NA
400503012,NA
400502611,NA
400502609,NA
400501653,NA
400499446,NA
400499439,NA
400499175,NA
400498638,NA
400502829,NA
400514395,NA
400507244,NA
400505584,NA
400506258,NA
400514363,NA
400508912,NA
400507645,NA
400506818,NA
400505719,NA
400505588,NA
400504647,NA
400501652,NA
400499443,NA
400498637,NA
400502434,NA
400498160,NA
400508140,NA
400506399,NA
400506398,NA
400501651,NA
400498852,NA
400498636,NA
400498158,NA
400504005,NA
400504296,NA
400504004,NA
400496985,NA
400506984,NA
400507270,NA
400500101,NA
400500098,NA
400499444,NA
400506397,NA
400498378,NA
400496984,NA
400498377,NA
400513905,NA
400508139,NA
400507284,NA
400507161,NA
400507129,NA
400507004,NA
400506123,NA
400506034,NA
400504294,NA
400504003,NA
400504002,NA
400502830,NA
400499442,NA
400498849,NA
400498635,NA
400499173,NA
400499174,NA
400500097,NA
400500099,NA
400504555,NA
400507732,NA
400503196,NA
400502828,NA
400499440,NA
400506101,NA
400498851,NA
400507022,NA
400496983,NA
400510009,NA
400508597,NA
400508137,NA
400507715,NA
400506502,NA
400506178,NA
400506172,NA
400506052,NA
400503198,NA
400501650,NA
400499648,NA
400499647,NA
400498850,NA
400506396,NA
400506395,NA
400498375,NA
400498374,NA
400506394,NA
400508603,NA
400504554,NA
400502827,NA
400502610,NA
400499650,NA
400499649,NA
400499646,NA
400506013,NA
400504553,NA
400510008,NA
400504552,NA
400504295,NA
400502826,NA
400502825,NA
400502824,NA
400499441,NA
400506257,NA
400498634,NA
400503197,NA
400502607,NA
400499172,NA
400532574,NA
400532541,NA
400507128,NA
400506637,NA
400505955,NA
400505774,NA
400505739,NA
400505718,NA
400502608,NA
400498633,NA
400503011,NA
400498155,NA
400498153,NA
400508999,NA
400503010,NA
400503009,NA
400503008,NA
400499436,NA
400498154,NA
400510007,NA
400507052,NA
400506787,NA
400506559,NA
400504001,NA
400503995,NA
400501649,NA
400499875,NA
400499438,NA
400498152,NA
400496982,NA
400504000,NA
400503999,NA
400503998,NA
400532457,NA
400503997,NA
400503996,NA
400502604,NA
400498151,NA
400510006,NA
400499876,NA
400507127,NA
400503194,NA
400502433,NA
400502431,NA
400502430,NA
400501648,NA
400499877,NA
400499437,NA
400499434,NA
400498844,NA
400499170,NA
400502605,NA
400499169,NA
400506393,NA
400496981,NA
400508136,NA
400508135,NA
400508133,NA
400508132,NA
400504551,NA
400503193,NA
400502606,NA
400501647,NA
400501646,NA
400499435,NA
400499433,NA
400498847,NA
400498846,NA
400498845,NA
400508134,NA
400502432,NA
400499171,NA
400499168,NA
400506808,NA
400506122,NA
400508992,NA
400505583,NA
400505582,NA
400505581,NA
400506082,NA
400502823,NA
400498373,NA
400510005,NA
400505580,NA
400504550,NA
400503191,NA
400502822,NA
400502821,NA
400500096,NA
400500094,NA
400506256,NA
400507126,NA
400506392,NA
400503192,NA
400500095,NA
400500093,NA
400499874,NA
400506391,NA
400499644,NA
400506255,NA
400496979,NA
400510004,NA
400507754,NA
400507748,NA
400507714,NA
400507699,NA
400507664,NA
400507644,NA
400506658,NA
400506501,NA
400506390,NA
400506389,NA
400506171,NA
400506157,NA
400506065,NA
400506051,NA
400506012,NA
400505993,NA
400504677,NA
400504292,NA
400504291,NA
400504290,NA
400502820,NA
400502819,NA
400499645,NA
400499643,NA
400499642,NA
400498632,NA
400498631,NA
400498630,NA
400498629,NA
400496980,NA
400504293,NA
400498848,NA
400505579,NA
400506388,NA
400504549,NA
400502818,NA
400500092,NA
400503190,NA
400498372,NA
400510003,NA
400507021,NA
400506387,NA
400498627,NA
400496978,NA
400498628,NA
400498150,NA
400514333,NA
400498370,NA
400504548,NA
400504646,NA
400504645,NA
400499641,NA
400520314,NA
400507003,NA
400507294,NA
400506983,NA
400504676,NA
400507254,NA
400502817,NA
400507299,NA
400504289,NA
400504288,NA
400506081,NA
400506142,NA
400507051,NA
400506050,NA
400510002,NA
400507747,NA
400502816,NA
400506581,NA
400496977,NA
400505773,NA
400502603,NA
400510001,NA
400496976,NA
400496975,NA
400507683,NA
400506657,NA
400506511,NA
400506500,NA
400505976,NA
400502602,NA
400502601,NA
400502600,NA
400500091,NA
400502815,NA
400506064,NA
400502599,NA
400505578,NA
400503004,NA
400505576,NA
400498149,NA
400508971,NA
400506786,NA
400503006,NA
400503005,NA
400499869,NA
400504643,NA
400499870,NA
400498148,NA
400498147,NA
400498369,NA
400503185,NA
400499872,NA
400499871,NA
400498145,NA
400502428,NA
400503994,NA
400503186,NA
400503189,NA
400500090,NA
400502425,NA
400504547,NA
400509013,NA
400506386,NA
400503184,NA
400501642,NA
400500088,NA
400499429,NA
400499428,NA
400499425,NA
400504675,NA
400503993,NA
400498624,NA
400508128,NA
400507125,NA
400510000,NA
400508131,NA
400508129,NA
400508127,NA
400507643,NA
400506121,NA
400506033,NA
400503007,NA
400501645,NA
400499640,NA
400499639,NA
400499638,NA
400499430,NA
400499426,NA
400498626,NA
400498625,NA
400496974,NA
400514362,NA
400514387,NA
400504642,NA
400503188,NA
400507293,NA
400507253,NA
400507298,NA
400507243,NA
400504644,NA
400505575,NA
400500087,NA
400502814,NA
400508959,NA
400507663,NA
400506385,NA
400504546,NA
400499427,NA
400502429,NA
400498623,NA
400503991,NA
400503187,NA
400502426,NA
400503990,NA
400509999,NA
400506558,NA
400501644,NA
400506982,NA
400503992,NA
400498841,NA
400498840,NA
400503989,NA
400499431,NA
400506384,NA
400498368,NA
400509007,NA
