id,tournamentId
310472636,NA
310472628,NA
310472572,NA
310472546,NA
310472545,NA
310472535,NA
310470270,NA
310470250,NA
310470248,NA
310470155,NA
310470145,NA
310470082,NA
310470008,NA
310472217,NA
310470311,NA
310470059,NA
310470221,NA
310470258,NA
310470041,NA
310472132,NA
310470061,NA
310472603,NA
310472750,NA
310472633,NA
310472561,NA
310472429,NA
310472363,NA
310472352,NA
310472344,NA
310472329,NA
310472198,NA
310472174,NA
310472166,NA
310472117,NA
310470349,NA
310470322,NA
310470315,NA
310470242,NA
310470235,NA
310470193,NA
310470179,NA
310470113,NA
310470107,NA
310470042,NA
310472509,NA
310462439,NA
310462547,NA
310460023,NA
310460194,NA
310460269,NA
310462623,NA
310460339,NA
310462550,NA
310460153,NA
310462739,NA
310462459,NA
310462197,NA
310462113,NA
310460357,NA
310460259,NA
310460239,NA
310460071,NA
310460055,NA
310462127,NA
310462084,NA
310460104,NA
310460142,NA
310460096,NA
310462678,NA
310462670,NA
310462515,NA
310462430,NA
310462382,NA
310462275,NA
310462272,NA
310462050,NA
310460350,NA
310460324,NA
310460295,NA
310460189,NA
310460119,NA
310460111,NA
310450062,NA
310452306,NA
310452755,NA
310452400,NA
310452296,NA
310452029,NA
310452450,NA
310452635,NA
310452569,NA
310452428,NA
310452377,NA
310452065,NA
310450098,NA
310450050,NA
310452529,NA
310452643,NA
310450183,NA
310452448,NA
310450399,NA
310440009,NA
310440156,NA
310440041,NA
310442390,NA
310442294,NA
310442368,NA
310442230,NA
310442193,NA
310440113,NA
310440213,NA
310442277,NA
310440147,NA
310442908,NA
310442612,NA
310442520,NA
310442363,NA
310442184,NA
310440046,NA
310440356,NA
310440261,NA
310440259,NA
310440154,NA
310442352,NA
310442132,NA
310430068,NA
310432539,NA
310430030,NA
310432463,NA
310430331,NA
310432492,NA
310432460,NA
310430279,NA
310430023,NA
310430013,NA
310430253,NA
310432638,NA
310430304,NA
310430222,NA
310430328,NA
310433084,NA
310432029,NA
310430149,NA
310430038,NA
310430036,NA
310432653,NA
310432046,NA
310430093,NA
310432598,NA
310432571,NA
310432541,NA
310432449,NA
310430300,NA
310430264,NA
310432674,NA
310432320,NA
310432287,NA
310430140,NA
310430071,NA
310432439,NA
310432565,NA
310432534,NA
310432433,NA
310432335,NA
310432241,NA
310432086,NA
310430005,NA
310432413,NA
310432630,NA
310432006,NA
310430338,NA
310432643,NA
310432747,NA
310432737,NA
310432681,NA
310432649,NA
310432617,NA
310432506,NA
310432426,NA
310432378,NA
310432226,NA
310432198,NA
310432116,NA
310432026,NA
310430172,NA
310430171,NA
310430164,NA
310430159,NA
310430158,NA
310430108,NA
310430104,NA
310430002,NA
310432450,NA
310432296,NA
310432117,NA
310432011,NA
310430050,NA
310430252,NA
310430057,NA
310432351,NA
310430265,NA
310430235,NA
310430231,NA
310432400,NA
310432393,NA
310432130,NA
310432244,NA
310430248,NA
310430151,NA
310432885,NA
310432711,NA
310432569,NA
310432448,NA
310432382,NA
310432377,NA
310432199,NA
310432065,NA
310432305,NA
310430251,NA
310430277,NA
310432803,NA
310432579,NA
310432459,NA
310432350,NA
310432348,NA
310432182,NA
310430349,NA
310430333,NA
310430232,NA
310430179,NA
310430130,NA
310430098,NA
310430082,NA
310430026,NA
310432751,NA
310432097,NA
310430107,NA
310432717,NA
310432466,NA
310430326,NA
310430052,NA
310430044,NA
310430275,NA
310432670,NA
310432542,NA
310430325,NA
310430227,NA
310430161,NA
310430119,NA
310430048,NA
310430142,NA
310432641,NA
310430008,NA
310430282,NA
310430238,NA
310430228,NA
310432168,NA
310432678,NA
310430103,NA
310430058,NA
310430097,NA
310432597,NA
310432473,NA
310432247,NA
310430257,NA
310432619,NA
310422755,NA
310422368,NA
310422908,NA
310422717,NA
310422520,NA
310422363,NA
310422352,NA
310422193,NA
310420314,NA
310420172,NA
310420171,NA
310420159,NA
310420108,NA
310412541,NA
310412351,NA
310410030,NA
310412539,NA
310410026,NA
310412502,NA
310412239,NA
310410300,NA
310412492,NA
310410302,NA
310410265,NA
310410027,NA
310410104,NA
310412692,NA
310410147,NA
310410238,NA
310412630,NA
310412433,NA
310412172,NA
310410264,NA
310410253,NA
310410149,NA
310410135,NA
310410068,NA
310410093,NA
310412885,NA
310412542,NA
310412130,NA
310412031,NA
310412674,NA
310410140,NA
310410006,NA
310412571,NA
310412449,NA
310412350,NA
310412198,NA
310410098,NA
310410082,NA
310412413,NA
310412382,NA
310410338,NA
310412599,NA
310412737,NA
310412678,NA
310412506,NA
310412335,NA
310412229,NA
310412097,NA
310412086,NA
310412026,NA
310410231,NA
310410127,NA
310410059,NA
310410042,NA
310412717,NA
310412466,NA
310400070,NA
310402547,NA
310402005,NA
310400201,NA
310400150,NA
310400038,NA
310400292,NA
310400145,NA
310400139,NA
310402294,NA
310402623,NA
310402287,NA
310400164,NA
310402579,NA
310402628,NA
310402567,NA
310402545,NA
310402110,NA
310400344,NA
310400250,NA
310400239,NA
310400167,NA
310400120,NA
310402466,NA
310402405,NA
310402447,NA
310402006,NA
310400087,NA
310400183,NA
310400218,NA
310402747,NA
310402729,NA
310402523,NA
310402514,NA
310402426,NA
310402378,NA
310402341,NA
310402309,NA
310402247,NA
310402210,NA
310402182,NA
310402142,NA
310402116,NA
310402115,NA
310402083,NA
310400276,NA
310400227,NA
310400195,NA
310400193,NA
310400189,NA
310400160,NA
310400154,NA
310400116,NA
310400111,NA
310400107,NA
310400058,NA
310400048,NA
310400045,NA
310400130,NA
310390021,NA
310390096,NA
310390228,NA
310392724,NA
310392181,NA
310390339,NA
310392084,NA
310390294,NA
310392509,NA
310392870,NA
310390350,NA
310390305,NA
310390163,NA
310390061,NA
310380278,NA
310382305,NA
310382582,NA
310382169,NA
310382016,NA
310382010,NA
310380166,NA
310380055,NA
310380047,NA
310382635,NA
310382565,NA
310382379,NA
310382197,NA
310382065,NA
310380357,NA
310380050,NA
310380338,NA
310380314,NA
310380277,NA
310382750,NA
310382561,NA
310382430,NA
310382272,NA
310382174,NA
310382086,NA
310382011,NA
310383170,NA
310380250,NA
310372217,NA
310370315,NA
310370056,NA
310370135,NA
310370153,NA
310372378,NA
310372329,NA
310372099,NA
310370526,NA
310370275,NA
310370261,NA
310370087,NA
310370213,NA
310360278,NA
310360021,NA
310362540,NA
310362440,NA
310362547,NA
310362463,NA
310362539,NA
310360070,NA
310360013,NA
310360253,NA
310360233,NA
310362458,NA
310362239,NA
310360304,NA
310360251,NA
310360057,NA
310360328,NA
310362635,NA
310362634,NA
310360301,NA
310360292,NA
310362046,NA
310362277,NA
310362464,NA
310362724,NA
310360309,NA
310360198,NA
310360097,NA
310360025,NA
310362751,NA
310362710,NA
310362636,NA
310362608,NA
310362534,NA
310362226,NA
310362032,NA
310360357,NA
310360254,NA
310360204,NA
310360048,NA
310360142,NA
310362640,NA
310362197,NA
310362169,NA
310362010,NA
310362754,NA
310362550,NA
310372066,NA
310362750,NA
310362681,NA
310362649,NA
310362643,NA
310362617,NA
310362603,NA
310362523,NA
310362454,NA
310362272,NA
310362241,NA
310362210,NA
310362166,NA
310362083,NA
310360399,NA
310360350,NA
310360219,NA
310360179,NA
310360116,NA
310360085,NA
310362016,NA
310362011,NA
310360050,NA
310362692,NA
310360221,NA
310360150,NA
310362572,NA
310362325,NA
310362261,NA
310360225,NA
310360163,NA
310360043,NA
310360024,NA
310360008,NA
310362113,NA
310360055,NA
310362633,NA
310362582,NA
310362309,NA
310360326,NA
310360189,NA
310360151,NA
310362597,NA
310362382,NA
310362379,NA
310362341,NA
310362199,NA
310362127,NA
310362065,NA
310360324,NA
310360098,NA
310360047,NA
310360158,NA
310360252,NA
310362483,NA
310362393,NA
310362275,NA
310362250,NA
310360349,NA
310360232,NA
310360202,NA
310360119,NA
310360099,NA
310360084,NA
310363170,NA
310360294,NA
310362623,NA
310360156,NA
310360079,NA
310362655,NA
310362598,NA
310360270,NA
310360242,NA
310360195,NA
310360245,NA
310360058,NA
310362885,NA
310362717,NA
310362429,NA
310362427,NA
310362390,NA
310362244,NA
310362174,NA
310362050,NA
310360218,NA
310360197,NA
310360066,NA
310360238,NA
310360061,NA
310362230,NA
310362181,NA
310360322,NA
310360290,NA
310360120,NA
310360103,NA
310360077,NA
310360059,NA
310360026,NA
310360250,NA
310360222,NA
310360046,NA
310360325,NA
310360256,NA
310362752,NA
310352217,NA
310352561,NA
310352619,NA
310352520,NA
310352099,NA
310350526,NA
310350315,NA
310350225,NA
310350219,NA
310350163,NA
310350056,NA
310350043,NA
310342540,NA
310342501,NA
310340025,NA
310342239,NA
310340016,NA
310342608,NA
310340301,NA
310340278,NA
310340070,NA
310340027,NA
310340013,NA
310342458,NA
310340305,NA
310340204,NA
310340024,NA
310342692,NA
310342635,NA
310342634,NA
310342483,NA
310340292,NA
310340068,NA
310340002,NA
310342653,NA
310342277,NA
310342046,NA
310340055,NA
310342464,NA
310340249,NA
310340198,NA
310342710,NA
310342535,NA
310342454,NA
310342393,NA
310342113,NA
310342031,NA
310340324,NA
310340098,NA
310340233,NA
310342378,NA
310342174,NA
310342127,NA
310340294,NA
310340194,NA
310342754,NA
310342750,NA
310342681,NA
310342643,NA
310342598,NA
310342597,NA
310342523,NA
310342427,NA
310342390,NA
310342341,NA
310342241,NA
310340325,NA
310340236,NA
310340232,NA
310340116,NA
310340085,NA
310340042,NA
310342084,NA
310330328,NA
310330026,NA
310332439,NA
310330120,NA
310330036,NA
310330197,NA
310332599,NA
310332168,NA
310330258,NA
310330253,NA
310330008,NA
310332638,NA
310332636,NA
310332294,NA
310330326,NA
310332460,NA
310332320,NA
310330339,NA
310330079,NA
310332751,NA
310332655,NA
310332567,NA
310332466,NA
310332459,NA
310332306,NA
310330357,NA
310330333,NA
310330139,NA
310330099,NA
310330005,NA
310332429,NA
310332117,NA
310330041,NA
310330222,NA
310330277,NA
310332507,NA
310332430,NA
310332325,NA
310332247,NA
310332244,NA
310332210,NA
310332199,NA
310332184,NA
310332182,NA
310332142,NA
310330295,NA
310330257,NA
310330256,NA
310330235,NA
310330227,NA
310330160,NA
310330152,NA
310330111,NA
310332711,NA
310332084,NA
310330084,NA
310330201,NA
310322541,NA
310322641,NA
310320103,NA
310320057,NA
310320356,NA
310320248,NA
310320038,NA
310322565,NA
310322005,NA
310320104,NA
310320282,NA
310320145,NA
310320275,NA
310322542,NA
310322515,NA
310322272,NA
310320193,NA
310320161,NA
310320052,NA
310320201,NA
310320071,NA
310312351,NA
310310245,NA
310312755,NA
310312640,NA
310312504,NA
310312296,NA
310312464,NA
310310047,NA
310312569,NA
310312428,NA
310312415,NA
310312154,NA
310312908,NA
310312217,NA
310310294,NA
310310261,NA
310312193,NA
310310046,NA
310312619,NA
310312261,NA
310310290,NA
310300265,NA
310302623,NA
310300059,NA
310300127,NA
310302006,NA
310300259,NA
310300006,NA
310302163,NA
310300130,NA
310300113,NA
310302287,NA
310302057,NA
310300288,NA
310302739,NA
310302561,NA
310302550,NA
310302309,NA
310302184,NA
310300270,NA
310302599,NA
310302368,NA
310302352,NA
310290062,NA
310290299,NA
310292540,NA
310292502,NA
310290331,NA
310290021,NA
310292934,NA
310292492,NA
310290302,NA
310290279,NA
310290024,NA
310290023,NA
310290233,NA
310290166,NA
310290147,NA
310290251,NA
310293084,NA
310292692,NA
310292504,NA
310290066,NA
310290093,NA
310292571,NA
310292545,NA
310292449,NA
310290339,NA
310290164,NA
310292710,NA
310292565,NA
310292534,NA
310292351,NA
310292348,NA
310292250,NA
310292132,NA
310292031,NA
310290333,NA
310290250,NA
310290202,NA
310292413,NA
310292755,NA
310292670,NA
310292546,NA
310292506,NA
310292433,NA
310292197,NA
310290012,NA
310292305,NA
310292870,NA
310292747,NA
310292501,NA
310292454,NA
310292429,NA
310292335,NA
310292272,NA
310292229,NA
310292226,NA
310292198,NA
310292116,NA
310292066,NA
310290399,NA
310290276,NA
310290219,NA
310290161,NA
310290159,NA
310292296,NA
310292261,NA
310290077,NA
310290238,NA
310292628,NA
310292515,NA
310292473,NA
310292172,NA
310290254,NA
310290236,NA
310290163,NA
310290151,NA
310290108,NA
310290025,NA
310292640,NA
310292535,NA
310292110,NA
310292572,NA
310292016,NA
310290295,NA
310292569,NA
310292447,NA
310292428,NA
310292154,NA
310290193,NA
310290155,NA
310290047,NA
310290167,NA
310290096,NA
310290213,NA
310292803,NA
310292641,NA
310292350,NA
310292275,NA
310292193,NA
310290349,NA
310290231,NA
310290154,NA
310290145,NA
310290082,NA
310290048,NA
310290044,NA
310292529,NA
310292115,NA
310290009,NA
310290156,NA
310290269,NA
310292619,NA
310292617,NA
310290242,NA
310290189,NA
310290160,NA
310292514,NA
310290158,NA
310292908,NA
310292724,NA
310292674,NA
310292612,NA
310292405,NA
310292344,NA
310292166,NA
310292142,NA
310292050,NA
310290153,NA
310290045,NA
310290239,NA
310292579,NA
310292509,NA
310290344,NA
310292678,NA
310292415,NA
310292329,NA
310292230,NA
310290111,NA
310290041,NA
310290222,NA
310290228,NA
310292729,NA
310292084,NA
310290257,NA
310292603,NA
310280270,NA
310282739,NA
310280288,NA
310282217,NA
310282352,NA
310282099,NA
310282057,NA
310280219,NA
310280163,NA
310280159,NA
310280108,NA
310272250,NA
310270025,NA
310272492,NA
310272440,NA
310270331,NA
310270300,NA
310270016,NA
310272501,NA
310272351,NA
310270302,NA
310270024,NA
310270023,NA
310270013,NA
310270155,NA
310270084,NA
310273084,NA
310272197,NA
310270233,NA
310270166,NA
310270058,NA
310270012,NA
310272546,NA
310270009,NA
310270309,NA
310270150,NA
310272653,NA
310272571,NA
310272535,NA
310272449,NA
310272350,NA
310272348,NA
310272198,NA
310272032,NA
310270082,NA
310272413,NA
310272405,NA
310270314,NA
310270344,NA
310270127,NA
310272870,NA
310272803,NA
310272717,NA
